# 2023-03-03T18:03:03+08:00
# Header Rows: 22
# File Format: 2
# Device: APE PulseLink 150
# Serial: S08487
# Firmware: 787
# Software: 1.9.0.2
# Sensitivity: 100
# Gain: 340
# Scan Range [ps]: 50.0
# Filter ACF: 1
# Average: 0
# Trigger: 0
# Trigger Frequency [Hz]: N/A
# ACF [ps]: 1.910
# Fit Type: Sech2
# Fit Pulse Duration [ps]: 1.188
# FWHM Valid: 1
# ==========
Delay [ps]	Intensity [arb.u.]	Fit [arb.u.]
25.941164	0.064704	0.064570
25.934124	0.064649	0.064570
25.927107	0.064597	0.064570
25.920046	0.064548	0.064570
25.912896	0.064504	0.064570
25.905789	0.064462	0.064570
25.898618	0.064424	0.064570
25.891450	0.064389	0.064570
25.884218	0.064357	0.064570
25.876964	0.064327	0.064570
25.869823	0.064300	0.064570
25.862577	0.064276	0.064570
25.855271	0.064254	0.064570
25.848056	0.064234	0.064570
25.840822	0.064216	0.064570
25.833612	0.064199	0.064570
25.826298	0.064183	0.064570
25.818963	0.064169	0.064570
25.811651	0.064155	0.064570
25.804319	0.064142	0.064570
25.796901	0.064128	0.064570
25.789531	0.064115	0.064570
25.782079	0.064102	0.064570
25.774783	0.064088	0.064570
25.767468	0.064073	0.064570
25.760028	0.064057	0.064570
25.752548	0.064040	0.064570
25.745096	0.064021	0.064570
25.737648	0.064000	0.064570
25.730226	0.063977	0.064570
25.722742	0.063952	0.064570
25.715219	0.063925	0.064570
25.707593	0.063895	0.064570
25.700039	0.063862	0.064570
25.692401	0.063826	0.064570
25.684721	0.063787	0.064570
25.677154	0.063744	0.064570
25.669572	0.063699	0.064570
25.662016	0.063650	0.064570
25.654465	0.063598	0.064570
25.646855	0.063542	0.064570
25.639205	0.063483	0.064570
25.631578	0.063420	0.064570
25.623910	0.063354	0.064570
25.616264	0.063284	0.064570
25.608509	0.063211	0.064570
25.600693	0.063135	0.064570
25.592857	0.063056	0.064570
25.585091	0.062974	0.064570
25.577288	0.062889	0.064570
25.569468	0.062802	0.064570
25.561717	0.062712	0.064570
25.553927	0.062621	0.064570
25.546144	0.062527	0.064570
25.538324	0.062432	0.064570
25.530398	0.062335	0.064570
25.522651	0.062237	0.064570
25.514823	0.062139	0.064570
25.506909	0.062040	0.064570
25.499018	0.061941	0.064570
25.490998	0.061843	0.064570
25.483155	0.061745	0.064570
25.475210	0.061648	0.064570
25.467252	0.061552	0.064570
25.459257	0.061458	0.064570
25.451244	0.061367	0.064570
25.443170	0.061278	0.064570
25.435079	0.061191	0.064570
25.426950	0.061108	0.064570
25.418890	0.061029	0.064570
25.410746	0.060954	0.064570
25.402628	0.060883	0.064570
25.394360	0.060816	0.064570
25.386247	0.060755	0.064570
25.378068	0.060699	0.064570
25.369869	0.060649	0.064570
25.361606	0.060604	0.064570
25.353432	0.060566	0.064570
25.345264	0.060534	0.064570
25.336990	0.060509	0.064570
25.328739	0.060491	0.064570
25.320446	0.060480	0.064570
25.312133	0.060476	0.064570
25.303736	0.060479	0.064570
25.295449	0.060490	0.064570
25.287120	0.060509	0.064570
25.278754	0.060535	0.064570
25.270306	0.060569	0.064570
25.261795	0.060610	0.064570
25.253328	0.060659	0.064570
25.244975	0.060715	0.064570
25.236518	0.060779	0.064570
25.228085	0.060851	0.064570
25.219612	0.060929	0.064570
25.211053	0.061015	0.064570
25.202517	0.061107	0.064570
25.194025	0.061206	0.064570
25.185516	0.061311	0.064570
25.176903	0.061423	0.064570
25.168360	0.061540	0.064570
25.159754	0.061662	0.064570
25.151129	0.061790	0.064570
25.142398	0.061922	0.064570
25.133713	0.062058	0.064570
25.124987	0.062199	0.064570
25.116262	0.062343	0.064570
25.107477	0.062489	0.064570
25.098739	0.062639	0.064570
25.089893	0.062790	0.064570
25.081135	0.062944	0.064570
25.072400	0.063098	0.064570
25.063669	0.063253	0.064570
25.054831	0.063408	0.064570
25.046057	0.063563	0.064570
25.037305	0.063717	0.064570
25.028470	0.063870	0.064570
25.019599	0.064022	0.064570
25.010712	0.064171	0.064570
25.001850	0.064317	0.064570
24.992925	0.064461	0.064570
24.983935	0.064601	0.064570
24.975038	0.064737	0.064570
24.966015	0.064869	0.064570
24.956996	0.064996	0.064570
24.947955	0.065118	0.064570
24.938959	0.065236	0.064570
24.929941	0.065347	0.064570
24.920904	0.065453	0.064570
24.911801	0.065552	0.064570
24.902722	0.065645	0.064570
24.893646	0.065732	0.064570
24.884439	0.065812	0.064570
24.875275	0.065886	0.064570
24.866070	0.065952	0.064570
24.856826	0.066012	0.064570
24.847609	0.066065	0.064570
24.838418	0.066110	0.064570
24.829272	0.066149	0.064570
24.820063	0.066182	0.064570
24.810814	0.066207	0.064570
24.801547	0.066226	0.064570
24.792176	0.066238	0.064570
24.782810	0.066245	0.064570
24.773514	0.066245	0.064570
24.764115	0.066240	0.064570
24.754766	0.066229	0.064570
24.745400	0.066213	0.064570
24.735997	0.066192	0.064570
24.726510	0.066167	0.064570
24.717088	0.066138	0.064570
24.707688	0.066105	0.064570
24.698118	0.066068	0.064570
24.688661	0.066029	0.064570
24.679145	0.065987	0.064570
24.669674	0.065944	0.064570
24.660137	0.065898	0.064570
24.650711	0.065852	0.064570
24.641179	0.065805	0.064570
24.631671	0.065757	0.064570
24.622146	0.065710	0.064570
24.612624	0.065663	0.064570
24.602995	0.065617	0.064570
24.593412	0.065573	0.064570
24.583723	0.065531	0.064570
24.574039	0.065491	0.064570
24.564357	0.065453	0.064570
24.554591	0.065419	0.064570
24.544831	0.065388	0.064570
24.535140	0.065360	0.064570
24.525410	0.065336	0.064570
24.515659	0.065317	0.064570
24.505827	0.065302	0.064570
24.496086	0.065291	0.064570
24.486238	0.065286	0.064570
24.476436	0.065285	0.064570
24.466615	0.065289	0.064570
24.456839	0.065299	0.064570
24.447071	0.065313	0.064570
24.437196	0.065333	0.064570
24.427260	0.065358	0.064570
24.417308	0.065388	0.064570
24.407425	0.065422	0.064570
24.397482	0.065462	0.064570
24.387455	0.065507	0.064570
24.377538	0.065555	0.064570
24.367515	0.065609	0.064570
24.357559	0.065666	0.064570
24.347478	0.065727	0.064570
24.337425	0.065791	0.064570
24.327398	0.065858	0.064570
24.317352	0.065929	0.064570
24.307331	0.066001	0.064570
24.297205	0.066075	0.064570
24.286976	0.066151	0.064570
24.276730	0.066228	0.064570
24.266617	0.066305	0.064570
24.256510	0.066382	0.064570
24.246344	0.066459	0.064570
24.236136	0.066535	0.064570
24.225885	0.066610	0.064570
24.215593	0.066682	0.064570
24.205415	0.066753	0.064570
24.195155	0.066820	0.064570
24.184789	0.066884	0.064570
24.174448	0.066944	0.064570
24.164066	0.067000	0.064570
24.153689	0.067051	0.064570
24.143296	0.067097	0.064570
24.132974	0.067137	0.064570
24.122549	0.067170	0.064570
24.112131	0.067198	0.064570
24.101697	0.067218	0.064570
24.091271	0.067232	0.064570
24.080832	0.067238	0.064570
24.070421	0.067236	0.064570
24.059948	0.067227	0.064570
24.049477	0.067209	0.064570
24.038967	0.067183	0.064570
24.028441	0.067148	0.064570
24.017918	0.067105	0.064570
24.007419	0.067053	0.064570
23.996901	0.066993	0.064570
23.986365	0.066924	0.064570
23.975835	0.066847	0.064570
23.965137	0.066761	0.064570
23.954463	0.066667	0.064570
23.943859	0.066565	0.064570
23.933218	0.066455	0.064570
23.922562	0.066337	0.064570
23.911826	0.066212	0.064570
23.901074	0.066081	0.064570
23.890349	0.065942	0.064570
23.879650	0.065798	0.064570
23.868981	0.065647	0.064570
23.858277	0.065492	0.064570
23.847577	0.065331	0.064570
23.836817	0.065167	0.064570
23.826065	0.064999	0.064570
23.815232	0.064827	0.064570
23.804362	0.064653	0.064570
23.793517	0.064477	0.064570
23.782699	0.064300	0.064570
23.771798	0.064122	0.064570
23.760901	0.063944	0.064570
23.749941	0.063766	0.064570
23.738940	0.063590	0.064570
23.728029	0.063416	0.064570
23.717081	0.063244	0.064570
23.706077	0.063075	0.064570
23.695082	0.062910	0.064570
23.684115	0.062750	0.064570
23.673091	0.062594	0.064570
23.662009	0.062444	0.064570
23.650932	0.062301	0.064570
23.639885	0.062164	0.064570
23.628800	0.062035	0.064570
23.617722	0.061913	0.064570
23.606540	0.061800	0.064570
23.595365	0.061695	0.064570
23.584194	0.061600	0.064570
23.572962	0.061515	0.064570
23.561802	0.061439	0.064570
23.550603	0.061374	0.064570
23.539366	0.061319	0.064570
23.528118	0.061275	0.064570
23.516859	0.061242	0.064570
23.505564	0.061220	0.064570
23.494320	0.061210	0.064570
23.483149	0.061211	0.064570
23.471920	0.061224	0.064570
23.460632	0.061248	0.064570
23.449391	0.061284	0.064570
23.438006	0.061331	0.064570
23.426760	0.061390	0.064570
23.415348	0.061460	0.064570
23.403898	0.061541	0.064570
23.392562	0.061632	0.064570
23.381166	0.061734	0.064570
23.369733	0.061847	0.064570
23.358285	0.061969	0.064570
23.346843	0.062101	0.064570
23.335340	0.062242	0.064570
23.323907	0.062392	0.064570
23.312415	0.062550	0.064570
23.300929	0.062716	0.064570
23.289319	0.062890	0.064570
23.277781	0.063070	0.064570
23.266250	0.063257	0.064570
23.254729	0.063449	0.064570
23.243172	0.063647	0.064570
23.231580	0.063849	0.064570
23.219973	0.064056	0.064570
23.208415	0.064266	0.064570
23.196753	0.064479	0.064570
23.185076	0.064694	0.064570
23.173491	0.064911	0.064570
23.161717	0.065129	0.064570
23.150036	0.065347	0.064570
23.138338	0.065566	0.064570
23.126691	0.065784	0.064570
23.114899	0.066000	0.064570
23.103092	0.066215	0.064570
23.091401	0.066427	0.064570
23.079672	0.066637	0.064570
23.067907	0.066843	0.064570
23.056042	0.067045	0.064570
23.044252	0.067243	0.064570
23.032471	0.067436	0.064570
23.020633	0.067624	0.064570
23.008824	0.067805	0.064570
22.996914	0.067981	0.064570
22.984989	0.068150	0.064570
22.973069	0.068313	0.064570
22.961156	0.068468	0.064570
22.949054	0.068616	0.064570
22.937045	0.068756	0.064570
22.925086	0.068888	0.064570
22.913136	0.069012	0.064570
22.901173	0.069127	0.064570
22.889152	0.069234	0.064570
22.877051	0.069332	0.064570
22.865023	0.069421	0.064570
22.852983	0.069501	0.064570
22.840951	0.069572	0.064570
22.828842	0.069634	0.064570
22.816698	0.069687	0.064570
22.804520	0.069731	0.064570
22.792327	0.069766	0.064570
22.780122	0.069793	0.064570
22.767946	0.069810	0.064570
22.755820	0.069818	0.064570
22.743591	0.069818	0.064570
22.731327	0.069809	0.064570
22.719072	0.069792	0.064570
22.706913	0.069766	0.064570
22.694740	0.069732	0.064570
22.682534	0.069691	0.064570
22.670185	0.069642	0.064570
22.657886	0.069585	0.064570
22.645549	0.069522	0.064570
22.633200	0.069451	0.064570
22.620796	0.069374	0.064570
22.608536	0.069290	0.064570
22.596178	0.069200	0.064570
22.583809	0.069104	0.064570
22.571538	0.069003	0.064570
22.559168	0.068896	0.064570
22.546850	0.068784	0.064570
22.534434	0.068667	0.064570
22.522007	0.068546	0.064570
22.509547	0.068421	0.064570
22.497071	0.068292	0.064570
22.484650	0.068160	0.064570
22.472196	0.068024	0.064570
22.459754	0.067885	0.064570
22.447253	0.067744	0.064570
22.434714	0.067600	0.064570
22.422139	0.067454	0.064570
22.409656	0.067307	0.064570
22.397049	0.067157	0.064570
22.384492	0.067007	0.064570
22.371896	0.066856	0.064570
22.359221	0.066704	0.064570
22.346512	0.066552	0.064570
22.333900	0.066399	0.064570
22.321298	0.066247	0.064570
22.308616	0.066095	0.064570
22.295988	0.065944	0.064570
22.283306	0.065793	0.064570
22.270592	0.065644	0.064570
22.257842	0.065496	0.064570
22.245122	0.065350	0.064570
22.232455	0.065205	0.064570
22.219645	0.065063	0.064570
22.206929	0.064922	0.064570
22.194155	0.064785	0.064570
22.181279	0.064649	0.064570
22.168476	0.064517	0.064570
22.155635	0.064387	0.064570
22.142779	0.064261	0.064570
22.129932	0.064138	0.064570
22.117075	0.064019	0.064570
22.104204	0.063903	0.064570
22.091339	0.063791	0.064570
22.078439	0.063683	0.064570
22.065502	0.063579	0.064570
22.052528	0.063479	0.064570
22.039539	0.063384	0.064570
22.026582	0.063293	0.064570
22.013594	0.063206	0.064570
22.000592	0.063125	0.064570
21.987552	0.063048	0.064570
21.974433	0.062975	0.064570
21.961411	0.062908	0.064570
21.948378	0.062846	0.064570
21.935336	0.062788	0.064570
21.922195	0.062736	0.064570
21.909150	0.062689	0.064570
21.896025	0.062647	0.064570
21.882841	0.062610	0.064570
21.869687	0.062579	0.064570
21.856564	0.062553	0.064570
21.843383	0.062531	0.064570
21.830209	0.062515	0.064570
21.817064	0.062505	0.064570
21.803862	0.062499	0.064570
21.790691	0.062499	0.064570
21.777548	0.062503	0.064570
21.764369	0.062513	0.064570
21.751069	0.062528	0.064570
21.737800	0.062548	0.064570
21.724543	0.062572	0.064570
21.711252	0.062601	0.064570
21.698015	0.062635	0.064570
21.684723	0.062674	0.064570
21.671438	0.062717	0.064570
21.658029	0.062765	0.064570
21.644607	0.062817	0.064570
21.631237	0.062873	0.064570
21.617812	0.062933	0.064570
21.604289	0.062997	0.064570
21.590817	0.063065	0.064570
21.577309	0.063136	0.064570
21.563787	0.063211	0.064570
21.550254	0.063289	0.064570
21.536817	0.063371	0.064570
21.523303	0.063456	0.064570
21.509818	0.063543	0.064570
21.496254	0.063634	0.064570
21.482679	0.063727	0.064570
21.469139	0.063822	0.064570
21.455566	0.063920	0.064570
21.441918	0.064020	0.064570
21.428303	0.064122	0.064570
21.414654	0.064226	0.064570
21.401036	0.064331	0.064570
21.387359	0.064438	0.064570
21.373732	0.064547	0.064570
21.360069	0.064656	0.064570
21.346415	0.064766	0.064570
21.332769	0.064878	0.064570
21.319023	0.064990	0.064570
21.305221	0.065102	0.064570
21.291492	0.065215	0.064570
21.277685	0.065329	0.064570
21.263929	0.065442	0.064570
21.250139	0.065555	0.064570
21.236333	0.065669	0.064570
21.222599	0.065781	0.064570
21.208873	0.065894	0.064570
21.195025	0.066006	0.064570
21.181145	0.066117	0.064570
21.167276	0.066227	0.064570
21.153416	0.066337	0.064570
21.139588	0.066445	0.064570
21.125703	0.066552	0.064570
21.111825	0.066658	0.064570
21.097932	0.066762	0.064570
21.084004	0.066865	0.064570
21.070066	0.066966	0.064570
21.056050	0.067066	0.064570
21.042131	0.067163	0.064570
21.028112	0.067259	0.064570
21.014101	0.067352	0.064570
21.000120	0.067443	0.064570
20.986172	0.067532	0.064570
20.972192	0.067618	0.064570
20.958157	0.067702	0.064570
20.944110	0.067783	0.064570
20.929942	0.067862	0.064570
20.915804	0.067938	0.064570
20.901632	0.068010	0.064570
20.887468	0.068080	0.064570
20.873314	0.068147	0.064570
20.859128	0.068210	0.064570
20.844994	0.068270	0.064570
20.830849	0.068327	0.064570
20.816688	0.068380	0.064570
20.802489	0.068430	0.064570
20.788298	0.068476	0.064570
20.774071	0.068518	0.064570
20.759767	0.068556	0.064570
20.745473	0.068591	0.064570
20.731122	0.068621	0.064570
20.716695	0.068648	0.064570
20.702410	0.068670	0.064570
20.688091	0.068688	0.064570
20.673739	0.068702	0.064570
20.659396	0.068712	0.064570
20.644998	0.068717	0.064570
20.630525	0.068718	0.064570
20.616129	0.068715	0.064570
20.601679	0.068707	0.064570
20.587173	0.068694	0.064570
20.572719	0.068678	0.064570
20.558296	0.068657	0.064570
20.543751	0.068631	0.064570
20.529281	0.068601	0.064570
20.514735	0.068567	0.064570
20.500261	0.068528	0.064570
20.485686	0.068485	0.064570
20.471227	0.068438	0.064570
20.456648	0.068387	0.064570
20.442013	0.068331	0.064570
20.427344	0.068272	0.064570
20.412685	0.068209	0.064570
20.398082	0.068142	0.064570
20.383426	0.068072	0.064570
20.368780	0.067998	0.064570
20.354079	0.067921	0.064570
20.339388	0.067841	0.064570
20.324706	0.067758	0.064570
20.309948	0.067673	0.064570
20.295202	0.067585	0.064570
20.280487	0.067494	0.064570
20.265847	0.067402	0.064570
20.251109	0.067308	0.064570
20.236316	0.067212	0.064570
20.221555	0.067115	0.064570
20.206760	0.067017	0.064570
20.191909	0.066918	0.064570
20.177134	0.066819	0.064570
20.162327	0.066720	0.064570
20.147464	0.066621	0.064570
20.132590	0.066522	0.064570
20.117770	0.066423	0.064570
20.102897	0.066326	0.064570
20.088057	0.066230	0.064570
20.073207	0.066135	0.064570
20.058347	0.066043	0.064570
20.043347	0.065952	0.064570
20.028337	0.065864	0.064570
20.013339	0.065778	0.064570
19.998420	0.065696	0.064570
19.983470	0.065616	0.064570
19.968464	0.065540	0.064570
19.953446	0.065468	0.064570
19.938394	0.065399	0.064570
19.923421	0.065334	0.064570
19.908265	0.065274	0.064570
19.893209	0.065218	0.064570
19.878123	0.065167	0.064570
19.863119	0.065121	0.064570
19.847977	0.065079	0.064570
19.832915	0.065043	0.064570
19.817823	0.065011	0.064570
19.802656	0.064985	0.064570
19.787502	0.064964	0.064570
19.772315	0.064948	0.064570
19.757163	0.064937	0.064570
19.741983	0.064932	0.064570
19.726860	0.064932	0.064570
19.711617	0.064937	0.064570
19.696433	0.064947	0.064570
19.681198	0.064962	0.064570
19.666040	0.064982	0.064570
19.650761	0.065007	0.064570
19.635556	0.065036	0.064570
19.620255	0.065070	0.064570
19.604942	0.065108	0.064570
19.589640	0.065150	0.064570
19.574348	0.065196	0.064570
19.559064	0.065245	0.064570
19.543747	0.065298	0.064570
19.528446	0.065354	0.064570
19.513073	0.065413	0.064570
19.497669	0.065474	0.064570
19.482255	0.065538	0.064570
19.466898	0.065603	0.064570
19.451469	0.065670	0.064570
19.436012	0.065739	0.064570
19.420529	0.065809	0.064570
19.405103	0.065879	0.064570
19.389688	0.065950	0.064570
19.374220	0.066022	0.064570
19.358763	0.066093	0.064570
19.343208	0.066163	0.064570
19.327733	0.066233	0.064570
19.312227	0.066302	0.064570
19.296667	0.066370	0.064570
19.281055	0.066437	0.064570
19.265544	0.066501	0.064570
19.250047	0.066564	0.064570
19.234451	0.066624	0.064570
19.218865	0.066683	0.064570
19.203269	0.066738	0.064570
19.187597	0.066791	0.064570
19.171981	0.066841	0.064570
19.156357	0.066888	0.064570
19.140681	0.066932	0.064570
19.125044	0.066973	0.064570
19.109354	0.067011	0.064570
19.093654	0.067046	0.064570
19.077969	0.067077	0.064570
19.062256	0.067105	0.064570
19.046558	0.067130	0.064570
19.030832	0.067151	0.064570
19.015099	0.067169	0.064570
18.999252	0.067185	0.064570
18.983485	0.067197	0.064570
18.967794	0.067206	0.064570
18.952007	0.067213	0.064570
18.936233	0.067217	0.064570
18.920428	0.067219	0.064570
18.904612	0.067218	0.064570
18.888721	0.067215	0.064570
18.872822	0.067211	0.064570
18.856895	0.067204	0.064570
18.840914	0.067196	0.064570
18.824989	0.067187	0.064570
18.809056	0.067177	0.064570
18.793140	0.067166	0.064570
18.777174	0.067154	0.064570
18.761224	0.067142	0.064570
18.745266	0.067130	0.064570
18.729340	0.067117	0.064570
18.713296	0.067105	0.064570
18.697285	0.067094	0.064570
18.681270	0.067083	0.064570
18.665249	0.067072	0.064570
18.649222	0.067063	0.064570
18.633277	0.067055	0.064570
18.617238	0.067048	0.064570
18.601150	0.067042	0.064570
18.585143	0.067038	0.064570
18.569109	0.067036	0.064570
18.552983	0.067035	0.064570
18.536808	0.067036	0.064570
18.520649	0.067038	0.064570
18.504570	0.067042	0.064570
18.488445	0.067048	0.064570
18.472315	0.067056	0.064570
18.456223	0.067065	0.064570
18.440148	0.067076	0.064570
18.423982	0.067088	0.064570
18.407855	0.067102	0.064570
18.391656	0.067116	0.064570
18.375472	0.067132	0.064570
18.359258	0.067149	0.064570
18.343036	0.067166	0.064570
18.326763	0.067184	0.064570
18.310484	0.067202	0.064570
18.294285	0.067220	0.064570
18.278058	0.067238	0.064570
18.261740	0.067255	0.064570
18.245439	0.067271	0.064570
18.229176	0.067287	0.064570
18.212905	0.067301	0.064570
18.196538	0.067313	0.064570
18.180185	0.067324	0.064570
18.163800	0.067332	0.064570
18.147514	0.067337	0.064570
18.131157	0.067340	0.064570
18.114817	0.067340	0.064570
18.098428	0.067336	0.064570
18.082008	0.067329	0.064570
18.065560	0.067317	0.064570
18.049081	0.067302	0.064570
18.032658	0.067282	0.064570
18.016225	0.067257	0.064570
17.999807	0.067228	0.064570
17.983339	0.067194	0.064570
17.966799	0.067154	0.064570
17.950339	0.067110	0.064570
17.933763	0.067060	0.064570
17.917265	0.067004	0.064570
17.900738	0.066943	0.064570
17.884179	0.066877	0.064570
17.867676	0.066805	0.064570
17.851035	0.066727	0.064570
17.834497	0.066644	0.064570
17.817931	0.066556	0.064570
17.801379	0.066463	0.064570
17.784775	0.066364	0.064570
17.768250	0.066260	0.064570
17.751588	0.066152	0.064570
17.734920	0.066040	0.064570
17.718222	0.065923	0.064570
17.701428	0.065802	0.064570
17.684733	0.065678	0.064570
17.667964	0.065550	0.064570
17.651208	0.065419	0.064570
17.634490	0.065286	0.064570
17.617701	0.065151	0.064570
17.601015	0.065014	0.064570
17.584302	0.064876	0.064570
17.567520	0.064737	0.064570
17.550708	0.064598	0.064570
17.533849	0.064458	0.064570
17.517006	0.064320	0.064570
17.500202	0.064182	0.064570
17.483458	0.064046	0.064570
17.466643	0.063912	0.064570
17.449781	0.063781	0.064570
17.432914	0.063653	0.064570
17.416043	0.063528	0.064570
17.399121	0.063407	0.064570
17.382173	0.063290	0.064570
17.365265	0.063179	0.064570
17.348353	0.063073	0.064570
17.331368	0.062972	0.064570
17.314377	0.062878	0.064570
17.297336	0.062790	0.064570
17.280378	0.062708	0.064570
17.263372	0.062634	0.064570
17.246490	0.062567	0.064570
17.229517	0.062508	0.064570
17.212561	0.062457	0.064570
17.195599	0.062414	0.064570
17.178566	0.062379	0.064570
17.161613	0.062352	0.064570
17.144609	0.062334	0.064570
17.127512	0.062325	0.064570
17.110455	0.062324	0.064570
17.093375	0.062331	0.064570
17.076267	0.062347	0.064570
17.059131	0.062371	0.064570
17.041987	0.062403	0.064570
17.024882	0.062444	0.064570
17.007750	0.062492	0.064570
16.990631	0.062549	0.064570
16.973526	0.062612	0.064570
16.956392	0.062683	0.064570
16.939164	0.062760	0.064570
16.921974	0.062844	0.064570
16.904735	0.062934	0.064570
16.887513	0.063029	0.064570
16.870306	0.063130	0.064570
16.853070	0.063236	0.064570
16.835825	0.063346	0.064570
16.818551	0.063459	0.064570
16.801293	0.063576	0.064570
16.784012	0.063696	0.064570
16.766770	0.063819	0.064570
16.749543	0.063943	0.064570
16.732200	0.064068	0.064570
16.714872	0.064194	0.064570
16.697536	0.064320	0.064570
16.680236	0.064446	0.064570
16.662843	0.064571	0.064570
16.645555	0.064695	0.064570
16.628240	0.064816	0.064570
16.610960	0.064936	0.064570
16.593588	0.065052	0.064570
16.576211	0.065165	0.064570
16.558808	0.065274	0.064570
16.541440	0.065380	0.064570
16.524002	0.065480	0.064570
16.506602	0.065575	0.064570
16.489088	0.065665	0.064570
16.471657	0.065750	0.064570
16.454223	0.065828	0.064570
16.436673	0.065900	0.064570
16.419227	0.065966	0.064570
16.401732	0.066024	0.064570
16.384233	0.066076	0.064570
16.366620	0.066121	0.064570
16.349043	0.066158	0.064570
16.331438	0.066188	0.064570
16.313850	0.066211	0.064570
16.296150	0.066227	0.064570
16.278534	0.066235	0.064570
16.260869	0.066235	0.064570
16.243153	0.066229	0.064570
16.225581	0.066215	0.064570
16.207959	0.066194	0.064570
16.190311	0.066167	0.064570
16.172679	0.066132	0.064570
16.155020	0.066092	0.064570
16.137312	0.066045	0.064570
16.119728	0.065992	0.064570
16.102075	0.065933	0.064570
16.084420	0.065868	0.064570
16.066611	0.065799	0.064570
16.048796	0.065725	0.064570
16.031107	0.065646	0.064570
16.013258	0.065564	0.064570
15.995535	0.065477	0.064570
15.977743	0.065387	0.064570
15.959860	0.065294	0.064570
15.942060	0.065199	0.064570
15.924278	0.065101	0.064570
15.906450	0.065002	0.064570
15.888572	0.064901	0.064570
15.870708	0.064799	0.064570
15.852836	0.064696	0.064570
15.834937	0.064593	0.064570
15.816970	0.064490	0.064570
15.799065	0.064387	0.064570
15.781112	0.064285	0.064570
15.763264	0.064185	0.064570
15.745304	0.064085	0.064570
15.727339	0.063987	0.064570
15.709434	0.063892	0.064570
15.691523	0.063798	0.064570
15.673543	0.063707	0.064570
15.655538	0.063619	0.064570
15.637530	0.063533	0.064570
15.619499	0.063451	0.064570
15.601576	0.063373	0.064570
15.583583	0.063297	0.064570
15.565474	0.063226	0.064570
15.547468	0.063158	0.064570
15.529368	0.063094	0.064570
15.511243	0.063034	0.064570
15.493112	0.062979	0.064570
15.475084	0.062927	0.064570
15.456967	0.062880	0.064570
15.438870	0.062836	0.064570
15.420708	0.062797	0.064570
15.402587	0.062762	0.064570
15.384484	0.062732	0.064570
15.366337	0.062705	0.064570
15.348210	0.062683	0.064570
15.330038	0.062665	0.064570
15.311841	0.062650	0.064570
15.293596	0.062640	0.064570
15.275412	0.062633	0.064570
15.257225	0.062630	0.064570
15.238972	0.062631	0.064570
15.220742	0.062635	0.064570
15.202553	0.062642	0.064570
15.184317	0.062653	0.064570
15.166033	0.062667	0.064570
15.147814	0.062684	0.064570
15.129528	0.062704	0.064570
15.111239	0.062726	0.064570
15.092970	0.062752	0.064570
15.074682	0.062780	0.064570
15.056374	0.062810	0.064570
15.038023	0.062843	0.064570
15.019802	0.062878	0.064570
15.001535	0.062915	0.064570
14.983199	0.062954	0.064570
14.964838	0.062995	0.064570
14.946583	0.063037	0.064570
14.928175	0.063082	0.064570
14.909766	0.063128	0.064570
14.891421	0.063176	0.064570
14.873029	0.063225	0.064570
14.854570	0.063276	0.064570
14.836198	0.063328	0.064570
14.817826	0.063382	0.064570
14.799406	0.063437	0.064570
14.781025	0.063493	0.064570
14.762643	0.063550	0.064570
14.744238	0.063608	0.064570
14.725746	0.063668	0.064570
14.707229	0.063728	0.064570
14.688776	0.063790	0.064570
14.670278	0.063853	0.064570
14.651776	0.063916	0.064570
14.633207	0.063981	0.064570
14.614659	0.064046	0.064570
14.596090	0.064113	0.064570
14.577542	0.064180	0.064570
14.558972	0.064248	0.064570
14.540424	0.064317	0.064570
14.521918	0.064387	0.064570
14.503341	0.064457	0.064570
14.484718	0.064528	0.064570
14.466114	0.064600	0.064570
14.447529	0.064673	0.064570
14.428858	0.064746	0.064570
14.410253	0.064819	0.064570
14.391667	0.064893	0.064570
14.373035	0.064967	0.064570
14.354398	0.065042	0.064570
14.335714	0.065117	0.064570
14.317026	0.065192	0.064570
14.298401	0.065267	0.064570
14.279687	0.065342	0.064570
14.261014	0.065417	0.064570
14.242272	0.065492	0.064570
14.223505	0.065566	0.064570
14.204755	0.065640	0.064570
14.185981	0.065714	0.064570
14.167228	0.065787	0.064570
14.148516	0.065859	0.064570
14.129696	0.065931	0.064570
14.110855	0.066001	0.064570
14.092077	0.066071	0.064570
14.073320	0.066139	0.064570
14.054518	0.066206	0.064570
14.035737	0.066271	0.064570
14.016826	0.066336	0.064570
13.998022	0.066398	0.064570
13.979174	0.066459	0.064570
13.960389	0.066518	0.064570
13.941604	0.066575	0.064570
13.922690	0.066630	0.064570
13.903800	0.066683	0.064570
13.884866	0.066734	0.064570
13.865955	0.066783	0.064570
13.847087	0.066830	0.064570
13.828156	0.066874	0.064570
13.809270	0.066916	0.064570
13.790340	0.066955	0.064570
13.771477	0.066992	0.064570
13.752595	0.067027	0.064570
13.733605	0.067059	0.064570
13.714618	0.067088	0.064570
13.695720	0.067115	0.064570
13.676802	0.067140	0.064570
13.657843	0.067162	0.064570
13.638908	0.067182	0.064570
13.619885	0.067200	0.064570
13.600906	0.067215	0.064570
13.581926	0.067228	0.064570
13.562922	0.067239	0.064570
13.543960	0.067247	0.064570
13.524866	0.067254	0.064570
13.505748	0.067258	0.064570
13.486741	0.067261	0.064570
13.467715	0.067262	0.064570
13.448649	0.067262	0.064570
