# 2023-03-03T18:03:03+08:00
# Header Rows: 22
# File Format: 2
# Device: APE PulseLink 150
# Serial: S08487
# Firmware: 787
# Software: 1.9.0.2
# Sensitivity: 100
# Gain: 340
# Scan Range [ps]: 50.0
# Filter ACF: 1
# Average: 0
# Trigger: 0
# Trigger Frequency [Hz]: N/A
# ACF [ps]: 1.910
# Fit Type: Sech2
# Fit Pulse Duration [ps]: 1.188
# FWHM Valid: 1
# ==========
Delay [ps]	Intensity [arb.u.]	Fit [arb.u.]
-5.694023	0.064793	0.064618
-5.715669	0.064883	0.064616
-5.737351	0.064974	0.064614
-5.759045	0.065065	0.064612
-5.780772	0.065157	0.064611
-5.802490	0.065248	0.064609
-5.824158	0.065339	0.064607
-5.845820	0.065431	0.064606
-5.867478	0.065521	0.064604
-5.889150	0.065612	0.064603
-5.910812	0.065701	0.064602
-5.932467	0.065790	0.064600
-5.954136	0.065877	0.064599
-5.975929	0.065964	0.064598
-5.997626	0.066049	0.064597
-6.019292	0.066132	0.064596
-6.041037	0.066214	0.064595
-6.062728	0.066294	0.064594
-6.084429	0.066371	0.064593
-6.105990	0.066446	0.064592
-6.127648	0.066519	0.064591
-6.149339	0.066589	0.064590
-6.170911	0.066655	0.064589
-6.192585	0.066719	0.064588
-6.214166	0.066779	0.064588
-6.235716	0.066836	0.064587
-6.257345	0.066888	0.064586
-6.278922	0.066937	0.064586
-6.300514	0.066982	0.064585
-6.322140	0.067022	0.064584
-6.343714	0.067058	0.064584
-6.365281	0.067089	0.064583
-6.386816	0.067115	0.064583
-6.408449	0.067136	0.064582
-6.430009	0.067152	0.064582
-6.451649	0.067163	0.064581
-6.473171	0.067168	0.064581
-6.494730	0.067168	0.064580
-6.516390	0.067163	0.064580
-6.537937	0.067152	0.064580
-6.559608	0.067135	0.064579
-6.581095	0.067113	0.064579
-6.602728	0.067085	0.064578
-6.624267	0.067051	0.064578
-6.645818	0.067012	0.064578
-6.667381	0.066967	0.064578
-6.689000	0.066916	0.064577
-6.710502	0.066860	0.064577
-6.732101	0.066799	0.064577
-6.753646	0.066733	0.064576
-6.775114	0.066661	0.064576
-6.796659	0.066585	0.064576
-6.818194	0.066504	0.064576
-6.839720	0.066419	0.064575
-6.861280	0.066329	0.064575
-6.882787	0.066235	0.064575
-6.904264	0.066138	0.064575
-6.925798	0.066037	0.064575
-6.947346	0.065933	0.064574
-6.968843	0.065826	0.064574
-6.990376	0.065717	0.064574
-7.011857	0.065606	0.064574
-7.033310	0.065493	0.064574
-7.054887	0.065378	0.064574
-7.076453	0.065263	0.064574
-7.097922	0.065146	0.064573
-7.119380	0.065030	0.064573
-7.140915	0.064914	0.064573
-7.162422	0.064798	0.064573
-7.183899	0.064683	0.064573
-7.205343	0.064570	0.064573
-7.226866	0.064459	0.064573
-7.248356	0.064349	0.064573
-7.269815	0.064243	0.064572
-7.291308	0.064139	0.064572
-7.312769	0.064039	0.064572
-7.334218	0.063942	0.064572
-7.355745	0.063850	0.064572
-7.377154	0.063762	0.064572
-7.398683	0.063678	0.064572
-7.420111	0.063600	0.064572
-7.441548	0.063527	0.064572
-7.462974	0.063460	0.064572
-7.484412	0.063399	0.064572
-7.505842	0.063344	0.064572
-7.527395	0.063295	0.064572
-7.548806	0.063252	0.064572
-7.570183	0.063217	0.064571
-7.591613	0.063188	0.064571
-7.613054	0.063165	0.064571
-7.634485	0.063150	0.064571
-7.655882	0.063142	0.064571
-7.677180	0.063140	0.064571
-7.698553	0.063146	0.064571
-7.719916	0.063158	0.064571
-7.741335	0.063177	0.064571
-7.762679	0.063202	0.064571
-7.784015	0.063234	0.064571
-7.805427	0.063272	0.064571
-7.826828	0.063316	0.064571
-7.848132	0.063365	0.064571
-7.869492	0.063420	0.064571
-7.890904	0.063481	0.064571
-7.912263	0.063546	0.064571
-7.933547	0.063615	0.064571
-7.954863	0.063689	0.064571
-7.976212	0.063766	0.064571
-7.997506	0.063846	0.064571
-8.018896	0.063929	0.064571
-8.040207	0.064014	0.064571
-8.061439	0.064101	0.064571
-8.082679	0.064189	0.064571
-8.104013	0.064279	0.064571
-8.125247	0.064368	0.064571
-8.146513	0.064457	0.064571
-8.167722	0.064546	0.064571
-8.188982	0.064633	0.064571
-8.210251	0.064718	0.064571
-8.231466	0.064801	0.064571
-8.252777	0.064882	0.064571
-8.274033	0.064959	0.064570
-8.295212	0.065032	0.064570
-8.316446	0.065101	0.064570
-8.337712	0.065166	0.064570
-8.358944	0.065225	0.064570
-8.380166	0.065279	0.064570
-8.401441	0.065327	0.064570
-8.422660	0.065368	0.064570
-8.443953	0.065403	0.064570
-8.465102	0.065432	0.064570
-8.486304	0.065453	0.064570
-8.507491	0.065466	0.064570
-8.528639	0.065472	0.064570
-8.549815	0.065470	0.064570
-8.570936	0.065461	0.064570
-8.592109	0.065443	0.064570
-8.613292	0.065417	0.064570
-8.634334	0.065384	0.064570
-8.655498	0.065342	0.064570
-8.676630	0.065292	0.064570
-8.697727	0.065235	0.064570
-8.718876	0.065169	0.064570
-8.739902	0.065096	0.064570
-8.760981	0.065016	0.064570
-8.782004	0.064929	0.064570
-8.803126	0.064835	0.064570
-8.824258	0.064735	0.064570
-8.845422	0.064628	0.064570
-8.866512	0.064516	0.064570
-8.887721	0.064399	0.064570
-8.908873	0.064276	0.064570
-8.930012	0.064150	0.064570
-8.951182	0.064020	0.064570
-8.972209	0.063887	0.064570
-8.993333	0.063751	0.064570
-9.014400	0.063612	0.064570
-9.035476	0.063473	0.064570
-9.056496	0.063332	0.064570
-9.077593	0.063191	0.064570
-9.098612	0.063051	0.064570
-9.119640	0.062911	0.064570
-9.140717	0.062773	0.064570
-9.161758	0.062638	0.064570
-9.182806	0.062505	0.064570
-9.203816	0.062375	0.064570
-9.224919	0.062250	0.064570
-9.246010	0.062129	0.064570
-9.267066	0.062013	0.064570
-9.288064	0.061903	0.064570
-9.309028	0.061800	0.064570
-9.330043	0.061703	0.064570
-9.351087	0.061613	0.064570
-9.372072	0.061532	0.064570
-9.393043	0.061458	0.064570
-9.414021	0.061393	0.064570
-9.435075	0.061337	0.064570
-9.456049	0.061290	0.064570
-9.476985	0.061252	0.064570
-9.497971	0.061224	0.064570
-9.518876	0.061206	0.064570
-9.539791	0.061199	0.064570
-9.560736	0.061201	0.064570
-9.581686	0.061214	0.064570
-9.602601	0.061237	0.064570
-9.623544	0.061270	0.064570
-9.644492	0.061314	0.064570
-9.665314	0.061367	0.064570
-9.686121	0.061431	0.064570
-9.707022	0.061504	0.064570
-9.727951	0.061587	0.064570
-9.748778	0.061679	0.064570
-9.769700	0.061780	0.064570
-9.790586	0.061890	0.064570
-9.811546	0.062008	0.064570
-9.832448	0.062134	0.064570
-9.853293	0.062267	0.064570
-9.874104	0.062407	0.064570
-9.894924	0.062553	0.064570
-9.915751	0.062705	0.064570
-9.936607	0.062862	0.064570
-9.957449	0.063024	0.064570
-9.978233	0.063190	0.064570
-9.999066	0.063359	0.064570
-10.019863	0.063531	0.064570
-10.040581	0.063705	0.064570
-10.061350	0.063881	0.064570
-10.082059	0.064057	0.064570
-10.102864	0.064234	0.064570
-10.123720	0.064410	0.064570
-10.144584	0.064585	0.064570
-10.165408	0.064759	0.064570
-10.186171	0.064930	0.064570
-10.207026	0.065097	0.064570
-10.227714	0.065262	0.064570
-10.248430	0.065422	0.064570
-10.269044	0.065577	0.064570
-10.289752	0.065727	0.064570
-10.310442	0.065871	0.064570
-10.331114	0.066009	0.064570
-10.351725	0.066141	0.064570
-10.372451	0.066265	0.064570
-10.393137	0.066381	0.064570
-10.413740	0.066490	0.064570
-10.434414	0.066590	0.064570
-10.455094	0.066682	0.064570
-10.475760	0.066765	0.064570
-10.496434	0.066839	0.064570
-10.517071	0.066904	0.064570
-10.537715	0.066960	0.064570
-10.558305	0.067006	0.064570
-10.578901	0.067043	0.064570
-10.599547	0.067071	0.064570
-10.620222	0.067089	0.064570
-10.640838	0.067098	0.064570
-10.661395	0.067098	0.064570
-10.682023	0.067089	0.064570
-10.702635	0.067071	0.064570
-10.723295	0.067045	0.064570
-10.743897	0.067010	0.064570
-10.764461	0.066967	0.064570
-10.784993	0.066916	0.064570
-10.805489	0.066857	0.064570
-10.826165	0.066792	0.064570
-10.846736	0.066720	0.064570
-10.867335	0.066642	0.064570
-10.887875	0.066557	0.064570
-10.908356	0.066468	0.064570
-10.928822	0.066373	0.064570
-10.949340	0.066274	0.064570
-10.969840	0.066171	0.064570
-10.990323	0.066065	0.064570
-11.010811	0.065955	0.064570
-11.031265	0.065843	0.064570
-11.051788	0.065729	0.064570
-11.072316	0.065614	0.064570
-11.092825	0.065497	0.064570
-11.113293	0.065380	0.064570
-11.133812	0.065262	0.064570
-11.154271	0.065145	0.064570
-11.174715	0.065029	0.064570
-11.195187	0.064915	0.064570
-11.215601	0.064801	0.064570
-11.236044	0.064690	0.064570
-11.256624	0.064581	0.064570
-11.277013	0.064475	0.064570
-11.297384	0.064373	0.064570
-11.317739	0.064273	0.064570
-11.338123	0.064177	0.064570
-11.358534	0.064085	0.064570
-11.378888	0.063997	0.064570
-11.399249	0.063914	0.064570
-11.419681	0.063835	0.064570
-11.440052	0.063760	0.064570
-11.460448	0.063690	0.064570
-11.480890	0.063625	0.064570
-11.501248	0.063565	0.064570
-11.521481	0.063510	0.064570
-11.541809	0.063459	0.064570
-11.562120	0.063414	0.064570
-11.582543	0.063373	0.064570
-11.602751	0.063336	0.064570
-11.623049	0.063304	0.064570
-11.643308	0.063277	0.064570
-11.663572	0.063253	0.064570
-11.683821	0.063234	0.064570
-11.704121	0.063219	0.064570
-11.724254	0.063207	0.064570
-11.744479	0.063198	0.064570
-11.764710	0.063193	0.064570
-11.784945	0.063190	0.064570
-11.805185	0.063190	0.064570
-11.825426	0.063193	0.064570
-11.845649	0.063197	0.064570
-11.865919	0.063203	0.064570
-11.886108	0.063211	0.064570
-11.906388	0.063219	0.064570
-11.926541	0.063229	0.064570
-11.946788	0.063239	0.064570
-11.966976	0.063249	0.064570
-11.987085	0.063260	0.064570
-12.007177	0.063270	0.064570
-12.027428	0.063279	0.064570
-12.047532	0.063287	0.064570
-12.067663	0.063295	0.064570
-12.087819	0.063301	0.064570
-12.107982	0.063306	0.064570
-12.128129	0.063309	0.064570
-12.148259	0.063310	0.064570
-12.168351	0.063309	0.064570
-12.188426	0.063306	0.064570
-12.208482	0.063301	0.064570
-12.228566	0.063293	0.064570
-12.248677	0.063282	0.064570
-12.268704	0.063270	0.064570
-12.288802	0.063254	0.064570
-12.308862	0.063236	0.064570
-12.328969	0.063216	0.064570
-12.349058	0.063192	0.064570
-12.369105	0.063167	0.064570
-12.389181	0.063139	0.064570
-12.409152	0.063109	0.064570
-12.429277	0.063076	0.064570
-12.449426	0.063041	0.064570
-12.469490	0.063005	0.064570
-12.489471	0.062967	0.064570
-12.509478	0.062927	0.064570
-12.529491	0.062886	0.064570
-12.549421	0.062843	0.064570
-12.569420	0.062800	0.064570
-12.589355	0.062756	0.064570
-12.609337	0.062712	0.064570
-12.629238	0.062668	0.064570
-12.649144	0.062624	0.064570
-12.669009	0.062580	0.064570
-12.688965	0.062537	0.064570
-12.708925	0.062495	0.064570
-12.728719	0.062454	0.064570
-12.748607	0.062415	0.064570
-12.768612	0.062377	0.064570
-12.788580	0.062342	0.064570
-12.808552	0.062309	0.064570
-12.828548	0.062279	0.064570
-12.848373	0.062252	0.064570
-12.868290	0.062228	0.064570
-12.888109	0.062208	0.064570
-12.908003	0.062191	0.064570
-12.927927	0.062178	0.064570
-12.947790	0.062169	0.064570
-12.967636	0.062165	0.064570
-12.987533	0.062165	0.064570
-13.007305	0.062170	0.064570
-13.027038	0.062179	0.064570
-13.046884	0.062193	0.064570
-13.066668	0.062213	0.064570
-13.086586	0.062237	0.064570
-13.106463	0.062266	0.064570
-13.126298	0.062301	0.064570
-13.146051	0.062341	0.064570
-13.165960	0.062386	0.064570
-13.185766	0.062436	0.064570
-13.205619	0.062491	0.064570
-13.225368	0.062551	0.064570
-13.245141	0.062616	0.064570
-13.264937	0.062685	0.064570
-13.284586	0.062759	0.064570
-13.304367	0.062838	0.064570
-13.324063	0.062921	0.064570
-13.343761	0.063008	0.064570
-13.363398	0.063099	0.064570
-13.383127	0.063193	0.064570
-13.402881	0.063290	0.064570
-13.422659	0.063391	0.064570
-13.442263	0.063494	0.064570
-13.461958	0.063600	0.064570
-13.481654	0.063708	0.064570
-13.501374	0.063817	0.064570
-13.521009	0.063929	0.064570
-13.540603	0.064041	0.064570
-13.560243	0.064153	0.064570
-13.579821	0.064267	0.064570
-13.599445	0.064380	0.064570
-13.619118	0.064493	0.064570
-13.638751	0.064605	0.064570
-13.658361	0.064715	0.064570
-13.677952	0.064825	0.064570
-13.697481	0.064932	0.064570
-13.716990	0.065037	0.064570
-13.736588	0.065140	0.064570
-13.756212	0.065239	0.064570
-13.775731	0.065336	0.064570
-13.795314	0.065428	0.064570
-13.814898	0.065517	0.064570
-13.834419	0.065601	0.064570
-13.853962	0.065681	0.064570
-13.873420	0.065756	0.064570
-13.892901	0.065826	0.064570
-13.912426	0.065890	0.064570
-13.931998	0.065949	0.064570
-13.951530	0.066002	0.064570
-13.971040	0.066048	0.064570
-13.990443	0.066089	0.064570
-14.009937	0.066124	0.064570
-14.029367	0.066151	0.064570
-14.048820	0.066173	0.064570
-14.068296	0.066187	0.064570
-14.087775	0.066195	0.064570
-14.107170	0.066196	0.064570
-14.126613	0.066191	0.064570
-14.146102	0.066179	0.064570
-14.165439	0.066160	0.064570
-14.184797	0.066134	0.064570
-14.204152	0.066102	0.064570
-14.223548	0.066063	0.064570
-14.242875	0.066018	0.064570
-14.262225	0.065967	0.064570
-14.281493	0.065910	0.064570
-14.300938	0.065848	0.064570
-14.320318	0.065779	0.064570
-14.339611	0.065706	0.064570
-14.358947	0.065627	0.064570
-14.378240	0.065544	0.064570
-14.397514	0.065456	0.064570
-14.416765	0.065364	0.064570
-14.436017	0.065268	0.064570
-14.455314	0.065169	0.064570
-14.474632	0.065067	0.064570
-14.493925	0.064962	0.064570
-14.513196	0.064855	0.064570
-14.532445	0.064745	0.064570
-14.551737	0.064634	0.064570
-14.570987	0.064522	0.064570
-14.590154	0.064409	0.064570
-14.609367	0.064296	0.064570
-14.628535	0.064183	0.064570
-14.647746	0.064070	0.064570
-14.666934	0.063958	0.064570
-14.686166	0.063848	0.064570
-14.705264	0.063739	0.064570
-14.724383	0.063631	0.064570
-14.743501	0.063527	0.064570
-14.762620	0.063425	0.064570
-14.781786	0.063326	0.064570
-14.800955	0.063231	0.064570
-14.819992	0.063139	0.064570
-14.839069	0.063052	0.064570
-14.858145	0.062969	0.064570
-14.877262	0.062891	0.064570
-14.896399	0.062817	0.064570
-14.915514	0.062749	0.064570
-14.934672	0.062687	0.064570
-14.953674	0.062629	0.064570
-14.972718	0.062578	0.064570
-14.991762	0.062533	0.064570
-15.010871	0.062493	0.064570
-15.029889	0.062460	0.064570
-15.048817	0.062434	0.064570
-15.067741	0.062413	0.064570
-15.086685	0.062399	0.064570
-15.105585	0.062391	0.064570
-15.124549	0.062390	0.064570
-15.143447	0.062394	0.064570
-15.162367	0.062405	0.064570
-15.181351	0.062423	0.064570
-15.200247	0.062446	0.064570
-15.219097	0.062475	0.064570
-15.237943	0.062509	0.064570
-15.256896	0.062550	0.064570
-15.275825	0.062595	0.064570
-15.294752	0.062646	0.064570
-15.313654	0.062701	0.064570
-15.332573	0.062761	0.064570
-15.351406	0.062825	0.064570
-15.370215	0.062893	0.064570
-15.389019	0.062965	0.064570
-15.407798	0.063040	0.064570
-15.426483	0.063118	0.064570
-15.445210	0.063199	0.064570
-15.463960	0.063282	0.064570
-15.482649	0.063366	0.064570
-15.501382	0.063453	0.064570
-15.520025	0.063540	0.064570
-15.538794	0.063628	0.064570
-15.557411	0.063716	0.064570
-15.576094	0.063804	0.064570
-15.594819	0.063892	0.064570
-15.613544	0.063979	0.064570
-15.632247	0.064064	0.064570
-15.650971	0.064148	0.064570
-15.669610	0.064231	0.064570
-15.688294	0.064310	0.064570
-15.706953	0.064388	0.064570
-15.725566	0.064462	0.064570
-15.744134	0.064533	0.064570
-15.762678	0.064600	0.064570
-15.781285	0.064663	0.064570
-15.799995	0.064723	0.064570
-15.818504	0.064778	0.064570
-15.837120	0.064828	0.064570
-15.855731	0.064874	0.064570
-15.874295	0.064914	0.064570
-15.892924	0.064950	0.064570
-15.911465	0.064980	0.064570
-15.929963	0.065005	0.064570
-15.948524	0.065024	0.064570
-15.966954	0.065037	0.064570
-15.985450	0.065046	0.064570
-16.003922	0.065048	0.064570
-16.022415	0.065045	0.064570
-16.040883	0.065036	0.064570
-16.059373	0.065022	0.064570
-16.077881	0.065002	0.064570
-16.096384	0.064977	0.064570
-16.114886	0.064947	0.064570
-16.133276	0.064912	0.064570
-16.151686	0.064871	0.064570
-16.170159	0.064826	0.064570
-16.188628	0.064777	0.064570
-16.207025	0.064722	0.064570
-16.225395	0.064664	0.064570
-16.243823	0.064602	0.064570
-16.262204	0.064536	0.064570
-16.280602	0.064467	0.064570
-16.298843	0.064395	0.064570
-16.317055	0.064320	0.064570
-16.335284	0.064243	0.064570
-16.353533	0.064163	0.064570
-16.371887	0.064081	0.064570
-16.390151	0.063998	0.064570
-16.408391	0.063914	0.064570
-16.426607	0.063828	0.064570
-16.444842	0.063742	0.064570
-16.463094	0.063656	0.064570
-16.481407	0.063569	0.064570
-16.499610	0.063483	0.064570
-16.517790	0.063398	0.064570
-16.535989	0.063313	0.064570
-16.554164	0.063229	0.064570
-16.572553	0.063147	0.064570
-16.590724	0.063066	0.064570
-16.608914	0.062988	0.064570
-16.627057	0.062911	0.064570
-16.645150	0.062837	0.064570
-16.663152	0.062765	0.064570
-16.681324	0.062696	0.064570
-16.699450	0.062630	0.064570
-16.717621	0.062567	0.064570
-16.735749	0.062507	0.064570
-16.753790	0.062450	0.064570
-16.771872	0.062397	0.064570
-16.789931	0.062348	0.064570
-16.807990	0.062302	0.064570
-16.826091	0.062259	0.064570
-16.844213	0.062221	0.064570
-16.862226	0.062186	0.064570
-16.880301	0.062154	0.064570
-16.898306	0.062127	0.064570
-16.916197	0.062103	0.064570
-16.934214	0.062083	0.064570
-16.952270	0.062066	0.064570
-16.970213	0.062053	0.064570
-16.988152	0.062044	0.064570
-17.006045	0.062038	0.064570
-17.024001	0.062035	0.064570
-17.041869	0.062035	0.064570
-17.059733	0.062039	0.064570
-17.077727	0.062045	0.064570
-17.095587	0.062055	0.064570
-17.113551	0.062067	0.064570
-17.131488	0.062082	0.064570
-17.149381	0.062100	0.064570
-17.167273	0.062119	0.064570
-17.185096	0.062142	0.064570
-17.202892	0.062166	0.064570
-17.220791	0.062192	0.064570
-17.238558	0.062220	0.064570
-17.256366	0.062250	0.064570
-17.274125	0.062282	0.064570
-17.291924	0.062315	0.064570
-17.309701	0.062350	0.064570
-17.327455	0.062386	0.064570
-17.345293	0.062424	0.064570
-17.363042	0.062462	0.064570
-17.380854	0.062502	0.064570
-17.398530	0.062543	0.064570
-17.416182	0.062584	0.064570
-17.433877	0.062627	0.064570
-17.451637	0.062670	0.064570
-17.469287	0.062715	0.064570
-17.486980	0.062760	0.064570
-17.504714	0.062806	0.064570
-17.522379	0.062852	0.064570
-17.539997	0.062900	0.064570
-17.557653	0.062948	0.064570
-17.575285	0.062997	0.064570
-17.592913	0.063047	0.064570
-17.610560	0.063097	0.064570
-17.628140	0.063148	0.064570
-17.645761	0.063200	0.064570
-17.663356	0.063253	0.064570
-17.680925	0.063307	0.064570
-17.698510	0.063361	0.064570
-17.716134	0.063416	0.064570
-17.733713	0.063472	0.064570
-17.751266	0.063529	0.064570
-17.768816	0.063587	0.064570
-17.786296	0.063646	0.064570
-17.803817	0.063705	0.064570
-17.821316	0.063765	0.064570
-17.838879	0.063826	0.064570
-17.856328	0.063888	0.064570
-17.873859	0.063951	0.064570
-17.891364	0.064014	0.064570
-17.908841	0.064078	0.064570
-17.926267	0.064142	0.064570
-17.943622	0.064207	0.064570
-17.961127	0.064273	0.064570
-17.978524	0.064338	0.064570
-17.995857	0.064404	0.064570
-18.013250	0.064470	0.064570
-18.030638	0.064536	0.064570
-18.047979	0.064601	0.064570
-18.065445	0.064667	0.064570
-18.082778	0.064731	0.064570
-18.100109	0.064795	0.064570
-18.117524	0.064858	0.064570
-18.134869	0.064920	0.064570
-18.152143	0.064980	0.064570
-18.169431	0.065039	0.064570
-18.186671	0.065096	0.064570
-18.203950	0.065152	0.064570
-18.221201	0.065205	0.064570
-18.238534	0.065255	0.064570
-18.255885	0.065303	0.064570
-18.273165	0.065347	0.064570
-18.290439	0.065389	0.064570
-18.307642	0.065427	0.064570
-18.324883	0.065462	0.064570
-18.342009	0.065492	0.064570
-18.359196	0.065518	0.064570
-18.376379	0.065541	0.064570
-18.393622	0.065558	0.064570
-18.410837	0.065571	0.064570
-18.428005	0.065579	0.064570
-18.445105	0.065581	0.064570
-18.462160	0.065579	0.064570
-18.479255	0.065571	0.064570
-18.496369	0.065558	0.064570
-18.513389	0.065539	0.064570
-18.530447	0.065514	0.064570
-18.547416	0.065483	0.064570
-18.564358	0.065447	0.064570
-18.581510	0.065405	0.064570
-18.598524	0.065357	0.064570
-18.615598	0.065304	0.064570
-18.632576	0.065244	0.064570
-18.649503	0.065180	0.064570
-18.666491	0.065109	0.064570
-18.683453	0.065033	0.064570
-18.700432	0.064952	0.064570
-18.717430	0.064866	0.064570
-18.734378	0.064776	0.064570
-18.751366	0.064680	0.064570
-18.768348	0.064581	0.064570
-18.785279	0.064477	0.064570
-18.802266	0.064370	0.064570
-18.819137	0.064259	0.064570
-18.836090	0.064145	0.064570
-18.852904	0.064029	0.064570
-18.869775	0.063910	0.064570
-18.886635	0.063789	0.064570
-18.903398	0.063667	0.064570
-18.920175	0.063544	0.064570
-18.937052	0.063420	0.064570
-18.953792	0.063296	0.064570
-18.970526	0.063173	0.064570
-18.987274	0.063050	0.064570
-19.004058	0.062928	0.064570
-19.020900	0.062808	0.064570
-19.037735	0.062690	0.064570
-19.054568	0.062574	0.064570
-19.071287	0.062461	0.064570
-19.088064	0.062352	0.064570
-19.104682	0.062247	0.064570
-19.121449	0.062146	0.064570
-19.138105	0.062049	0.064570
-19.154736	0.061957	0.064570
-19.171447	0.061871	0.064570
-19.188043	0.061790	0.064570
-19.204699	0.061716	0.064570
-19.221351	0.061647	0.064570
-19.237977	0.061585	0.064570
-19.254574	0.061529	0.064570
-19.271166	0.061481	0.064570
-19.287795	0.061439	0.064570
-19.304420	0.061405	0.064570
-19.320931	0.061377	0.064570
-19.337327	0.061357	0.064570
-19.353912	0.061345	0.064570
-19.370424	0.061339	0.064570
-19.386884	0.061341	0.064570
-19.403402	0.061350	0.064570
-19.419826	0.061366	0.064570
-19.436396	0.061389	0.064570
-19.452850	0.061419	0.064570
-19.469320	0.061455	0.064570
-19.485850	0.061497	0.064570
-19.502352	0.061545	0.064570
-19.518868	0.061599	0.064570
-19.535310	0.061658	0.064570
-19.551701	0.061722	0.064570
-19.568087	0.061791	0.064570
-19.584422	0.061864	0.064570
-19.600770	0.061940	0.064570
-19.617108	0.062020	0.064570
-19.633503	0.062103	0.064570
-19.649869	0.062188	0.064570
-19.666183	0.062274	0.064570
-19.682398	0.062362	0.064570
-19.698670	0.062451	0.064570
-19.714910	0.062540	0.064570
-19.731138	0.062629	0.064570
-19.747335	0.062718	0.064570
-19.763501	0.062805	0.064570
-19.779683	0.062891	0.064570
-19.795879	0.062974	0.064570
-19.812114	0.063055	0.064570
-19.828342	0.063133	0.064570
-19.844432	0.063207	0.064570
-19.860600	0.063277	0.064570
-19.876847	0.063344	0.064570
-19.893041	0.063405	0.064570
-19.909161	0.063462	0.064570
-19.925207	0.063513	0.064570
-19.941351	0.063559	0.064570
-19.957505	0.063599	0.064570
-19.973671	0.063634	0.064570
-19.989719	0.063662	0.064570
-20.005737	0.063683	0.064570
-20.021700	0.063699	0.064570
-20.037762	0.063708	0.064570
-20.053706	0.063710	0.064570
-20.069728	0.063706	0.064570
-20.085695	0.063696	0.064570
-20.101826	0.063679	0.064570
-20.117793	0.063656	0.064570
-20.133747	0.063627	0.064570
-20.149736	0.063593	0.064570
-20.165673	0.063552	0.064570
-20.181580	0.063507	0.064570
-20.197479	0.063456	0.064570
-20.213391	0.063400	0.064570
-20.229296	0.063340	0.064570
-20.245126	0.063276	0.064570
-20.261012	0.063209	0.064570
-20.276866	0.063138	0.064570
-20.292666	0.063065	0.064570
-20.308433	0.062989	0.064570
-20.324300	0.062912	0.064570
-20.340048	0.062833	0.064570
-20.355783	0.062753	0.064570
-20.371509	0.062673	0.064570
-20.387226	0.062593	0.064570
-20.402936	0.062514	0.064570
-20.418683	0.062436	0.064570
-20.434442	0.062360	0.064570
-20.450170	0.062286	0.064570
-20.465824	0.062214	0.064570
-20.481470	0.062146	0.064570
-20.496998	0.062081	0.064570
-20.512538	0.062021	0.064570
-20.528180	0.061964	0.064570
-20.543729	0.061913	0.064570
-20.559291	0.061866	0.064570
-20.574846	0.061826	0.064570
-20.590327	0.061791	0.064570
-20.605932	0.061762	0.064570
-20.621378	0.061739	0.064570
-20.636863	0.061723	0.064570
-20.652405	0.061714	0.064570
-20.667982	0.061712	0.064570
-20.683529	0.061717	0.064570
-20.698958	0.061729	0.064570
-20.714465	0.061748	0.064570
-20.729898	0.061774	0.064570
-20.745449	0.061807	0.064570
-20.761011	0.061847	0.064570
-20.776520	0.061895	0.064570
-20.791913	0.061949	0.064570
-20.807386	0.062009	0.064570
-20.822808	0.062076	0.064570
-20.838177	0.062149	0.064570
-20.853558	0.062228	0.064570
-20.868910	0.062313	0.064570
-20.884295	0.062402	0.064570
-20.899712	0.062497	0.064570
-20.915053	0.062596	0.064570
-20.930406	0.062700	0.064570
-20.945728	0.062806	0.064570
-20.960957	0.062917	0.064570
-20.976200	0.063030	0.064570
-20.991456	0.063145	0.064570
-21.006702	0.063262	0.064570
-21.021915	0.063380	0.064570
-21.037099	0.063500	0.064570
-21.052339	0.063620	0.064570
-21.067504	0.063739	0.064570
-21.082662	0.063859	0.064570
-21.097858	0.063977	0.064570
-21.113046	0.064093	0.064570
-21.128205	0.064208	0.064570
-21.143352	0.064320	0.064570
-21.158511	0.064430	0.064570
-21.173593	0.064536	0.064570
-21.188621	0.064639	0.064570
-21.203682	0.064737	0.064570
-21.218864	0.064832	0.064570
-21.233884	0.064921	0.064570
-21.249028	0.065006	0.064570
-21.264102	0.065085	0.064570
-21.279082	0.065159	0.064570
-21.294140	0.065228	0.064570
-21.309167	0.065290	0.064570
-21.324097	0.065347	0.064570
-21.339213	0.065397	0.064570
-21.354210	0.065441	0.064570
-21.369238	0.065479	0.064570
-21.384210	0.065511	0.064570
-21.399170	0.065536	0.064570
-21.414118	0.065555	0.064570
-21.429100	0.065568	0.064570
-21.444006	0.065575	0.064570
-21.458901	0.065576	0.064570
-21.473700	0.065571	0.064570
-21.488510	0.065561	0.064570
-21.503287	0.065545	0.064570
-21.518098	0.065524	0.064570
-21.532918	0.065498	0.064570
-21.547707	0.065467	0.064570
-21.562570	0.065432	0.064570
-21.577423	0.065392	0.064570
-21.592199	0.065349	0.064570
-21.606897	0.065302	0.064570
-21.621626	0.065252	0.064570
-21.636324	0.065199	0.064570
-21.650973	0.065143	0.064570
-21.665832	0.065085	0.064570
-21.680595	0.065025	0.064570
-21.695281	0.064964	0.064570
-21.709959	0.064901	0.064570
-21.724649	0.064837	0.064570
-21.739482	0.064773	0.064570
-21.754176	0.064708	0.064570
-21.768748	0.064644	0.064570
-21.783437	0.064579	0.064570
-21.798026	0.064515	0.064570
-21.812603	0.064451	0.064570
-21.827170	0.064389	0.064570
-21.841708	0.064327	0.064570
