in s,C1 in V
-7.480E-08,-6.12891E-03
-7.460E-08,-4.95703E-03
-7.440E-08,-3.39453E-03
-7.420E-08,-1.83203E-03
-7.400E-08,-2.69531E-04
-7.380E-08,5.11719E-04
-7.360E-08,1.48828E-03
-7.340E-08,2.66016E-03
-7.320E-08,2.66016E-03
-7.300E-08,3.05078E-03
-7.280E-08,3.24609E-03
-7.260E-08,3.05078E-03
-7.240E-08,2.66016E-03
-7.220E-08,3.44141E-03
-7.200E-08,3.83203E-03
-7.180E-08,3.83203E-03
-7.160E-08,4.02734E-03
-7.140E-08,3.24609E-03
-7.120E-08,3.24609E-03
-7.100E-08,4.22266E-03
-7.080E-08,4.80859E-03
-7.060E-08,4.80859E-03
-7.040E-08,4.22266E-03
-7.020E-08,2.66016E-03
-7.000E-08,1.29297E-03
-6.980E-08,1.09766E-03
-6.960E-08,5.11719E-04
-6.940E-08,1.21094E-04
-6.920E-08,-7.42188E-05
-6.900E-08,-1.05078E-03
-6.880E-08,-1.44141E-03
-6.860E-08,-2.02734E-03
-6.840E-08,-1.83203E-03
-6.820E-08,-2.02734E-03
-6.800E-08,-2.80859E-03
-6.780E-08,-3.58984E-03
-6.760E-08,-3.98047E-03
-6.740E-08,-3.98047E-03
-6.720E-08,-3.00391E-03
-6.700E-08,-3.39453E-03
-6.680E-08,-3.39453E-03
-6.660E-08,-3.58984E-03
-6.640E-08,-3.39453E-03
-6.620E-08,-2.80859E-03
-6.600E-08,-2.80859E-03
-6.580E-08,-3.39453E-03
-6.560E-08,-3.39453E-03
-6.540E-08,-3.39453E-03
-6.520E-08,-3.39453E-03
-6.500E-08,-3.39453E-03
-6.480E-08,-2.61328E-03
-6.460E-08,-2.02734E-03
-6.440E-08,-8.55469E-04
-6.420E-08,-1.05078E-03
-6.400E-08,-1.24609E-03
-6.380E-08,-1.83203E-03
-6.360E-08,-2.02734E-03
-6.340E-08,-2.41797E-03
-6.320E-08,-2.22266E-03
-6.300E-08,-2.22266E-03
-6.280E-08,-2.61328E-03
-6.260E-08,-3.19922E-03
-6.240E-08,-3.19922E-03
-6.220E-08,-2.61328E-03
-6.200E-08,-2.61328E-03
-6.180E-08,-2.61328E-03
-6.160E-08,-2.41797E-03
-6.140E-08,-2.22266E-03
-6.120E-08,-1.63672E-03
-6.100E-08,-2.02734E-03
-6.080E-08,-1.83203E-03
-6.060E-08,-1.63672E-03
-6.040E-08,-2.02734E-03
-6.020E-08,-1.83203E-03
-6.000E-08,-2.61328E-03
-5.980E-08,-2.80859E-03
-5.960E-08,-2.80859E-03
-5.940E-08,-3.19922E-03
-5.920E-08,-3.00391E-03
-5.900E-08,-2.61328E-03
-5.880E-08,-2.22266E-03
-5.860E-08,-2.22266E-03
-5.840E-08,-2.61328E-03
-5.820E-08,-2.61328E-03
-5.800E-08,-3.00391E-03
-5.780E-08,-3.39453E-03
-5.760E-08,-3.19922E-03
-5.740E-08,-3.19922E-03
-5.720E-08,-2.22266E-03
-5.700E-08,-1.83203E-03
-5.680E-08,-2.41797E-03
-5.660E-08,-3.00391E-03
-5.640E-08,-3.39453E-03
-5.620E-08,-3.39453E-03
-5.600E-08,-3.58984E-03
-5.580E-08,-3.58984E-03
-5.560E-08,-4.37109E-03
-5.540E-08,-3.78516E-03
-5.520E-08,-3.00391E-03
-5.500E-08,-2.22266E-03
-5.480E-08,-1.83203E-03
-5.460E-08,-2.41797E-03
-5.440E-08,-2.41797E-03
-5.420E-08,-2.22266E-03
-5.400E-08,-2.22266E-03
-5.380E-08,-2.41797E-03
-5.360E-08,-2.41797E-03
-5.340E-08,-2.41797E-03
-5.320E-08,-2.61328E-03
-5.300E-08,-3.39453E-03
-5.280E-08,-3.78516E-03
-5.260E-08,-3.58984E-03
-5.240E-08,-3.19922E-03
-5.220E-08,-2.80859E-03
-5.200E-08,-2.22266E-03
-5.180E-08,-2.02734E-03
-5.160E-08,-2.02734E-03
-5.140E-08,-3.00391E-03
-5.120E-08,-2.61328E-03
-5.100E-08,-3.19922E-03
-5.080E-08,-2.61328E-03
-5.060E-08,-2.61328E-03
-5.040E-08,-2.61328E-03
-5.020E-08,-2.61328E-03
-5.000E-08,-2.41797E-03
-4.980E-08,-2.41797E-03
-4.960E-08,-2.22266E-03
-4.940E-08,-2.80859E-03
-4.920E-08,-2.80859E-03
-4.900E-08,-3.19922E-03
-4.880E-08,-2.41797E-03
-4.860E-08,-2.02734E-03
-4.840E-08,-2.02734E-03
-4.820E-08,-2.02734E-03
-4.800E-08,-1.83203E-03
-4.780E-08,-2.41797E-03
-4.760E-08,-3.00391E-03
-4.740E-08,-3.19922E-03
-4.720E-08,-3.58984E-03
-4.700E-08,-3.98047E-03
-4.680E-08,-2.61328E-03
-4.660E-08,-1.83203E-03
-4.640E-08,-1.24609E-03
-4.620E-08,-1.44141E-03
-4.600E-08,-2.22266E-03
-4.580E-08,-2.41797E-03
-4.560E-08,-2.02734E-03
-4.540E-08,-2.22266E-03
-4.520E-08,-2.02734E-03
-4.500E-08,-2.22266E-03
-4.480E-08,-1.44141E-03
-4.460E-08,-1.44141E-03
-4.440E-08,-1.83203E-03
-4.420E-08,-1.83203E-03
-4.400E-08,-1.63672E-03
-4.380E-08,-1.44141E-03
-4.360E-08,-2.02734E-03
-4.340E-08,-3.00391E-03
-4.320E-08,-3.19922E-03
-4.300E-08,-3.00391E-03
-4.280E-08,-2.61328E-03
-4.260E-08,-2.41797E-03
-4.240E-08,-1.63672E-03
-4.220E-08,-1.44141E-03
-4.200E-08,-2.02734E-03
-4.180E-08,-2.61328E-03
-4.160E-08,-2.61328E-03
-4.140E-08,-2.41797E-03
-4.120E-08,-2.41797E-03
-4.100E-08,-2.02734E-03
-4.080E-08,-1.83203E-03
-4.060E-08,-2.41797E-03
-4.040E-08,-2.61328E-03
-4.020E-08,-2.41797E-03
-4.000E-08,-1.63672E-03
-3.980E-08,-2.02734E-03
-3.960E-08,-1.83203E-03
-3.940E-08,-1.83203E-03
-3.920E-08,-1.44141E-03
-3.900E-08,-1.05078E-03
-3.880E-08,-1.05078E-03
-3.860E-08,-1.05078E-03
-3.840E-08,-1.44141E-03
-3.820E-08,-2.22266E-03
-3.800E-08,-2.41797E-03
-3.780E-08,-3.19922E-03
-3.760E-08,-2.61328E-03
-3.740E-08,-2.61328E-03
-3.720E-08,-2.22266E-03
-3.700E-08,-2.41797E-03
-3.680E-08,-2.22266E-03
-3.660E-08,-2.02734E-03
-3.640E-08,-2.22266E-03
-3.620E-08,-2.61328E-03
-3.600E-08,-2.22266E-03
-3.580E-08,-1.63672E-03
-3.560E-08,-1.63672E-03
-3.540E-08,-2.02734E-03
-3.520E-08,-1.83203E-03
-3.500E-08,-2.02734E-03
-3.480E-08,-1.24609E-03
-3.460E-08,-1.24609E-03
-3.440E-08,-1.63672E-03
-3.420E-08,-2.22266E-03
-3.400E-08,-2.02734E-03
-3.380E-08,-2.02734E-03
-3.360E-08,-2.02734E-03
-3.340E-08,-2.61328E-03
-3.320E-08,-1.83203E-03
-3.300E-08,-2.02734E-03
-3.280E-08,-2.02734E-03
-3.260E-08,-2.41797E-03
-3.240E-08,-2.22266E-03
-3.220E-08,-2.22266E-03
-3.200E-08,-1.63672E-03
-3.180E-08,-1.44141E-03
-3.160E-08,-2.02734E-03
-3.140E-08,-2.61328E-03
-3.120E-08,-2.41797E-03
-3.100E-08,-3.00391E-03
-3.080E-08,-2.80859E-03
-3.060E-08,-2.41797E-03
-3.040E-08,-1.83203E-03
-3.020E-08,-1.44141E-03
-3.000E-08,-6.60156E-04
-2.980E-08,-6.60156E-04
-2.960E-08,-6.60156E-04
-2.940E-08,-1.24609E-03
-2.920E-08,-1.63672E-03
-2.900E-08,-2.02734E-03
-2.880E-08,-2.02734E-03
-2.860E-08,-2.61328E-03
-2.840E-08,-3.19922E-03
-2.820E-08,-3.00391E-03
-2.800E-08,-2.61328E-03
-2.780E-08,-2.22266E-03
-2.760E-08,-1.83203E-03
-2.740E-08,-2.02734E-03
-2.720E-08,-1.83203E-03
-2.700E-08,-1.63672E-03
-2.680E-08,-1.83203E-03
-2.660E-08,-1.44141E-03
-2.640E-08,-1.63672E-03
-2.620E-08,-2.22266E-03
-2.600E-08,-2.61328E-03
-2.580E-08,-2.41797E-03
-2.560E-08,-2.02734E-03
-2.540E-08,-2.41797E-03
-2.520E-08,-2.02734E-03
-2.500E-08,-2.22266E-03
-2.480E-08,-1.83203E-03
-2.460E-08,-1.63672E-03
-2.440E-08,-1.63672E-03
-2.420E-08,-1.83203E-03
-2.400E-08,-1.44141E-03
-2.380E-08,-1.44141E-03
-2.360E-08,-2.22266E-03
-2.340E-08,-2.41797E-03
-2.320E-08,-2.22266E-03
-2.300E-08,-2.41797E-03
-2.280E-08,-2.80859E-03
-2.260E-08,-2.41797E-03
-2.240E-08,-2.02734E-03
-2.220E-08,-1.63672E-03
-2.200E-08,-2.02734E-03
-2.180E-08,-2.22266E-03
-2.160E-08,-2.22266E-03
-2.140E-08,-2.22266E-03
-2.120E-08,-2.22266E-03
-2.100E-08,-2.41797E-03
-2.080E-08,-2.02734E-03
-2.060E-08,-1.63672E-03
-2.040E-08,-1.44141E-03
-2.020E-08,-1.83203E-03
-2.000E-08,-2.02734E-03
-1.980E-08,-1.44141E-03
-1.960E-08,-2.02734E-03
-1.940E-08,-2.61328E-03
-1.920E-08,-2.22266E-03
-1.900E-08,-2.41797E-03
-1.880E-08,-1.83203E-03
-1.860E-08,-1.44141E-03
-1.840E-08,-1.63672E-03
-1.820E-08,-1.44141E-03
-1.800E-08,-2.02734E-03
-1.780E-08,-1.63672E-03
-1.760E-08,-1.44141E-03
-1.740E-08,-1.24609E-03
-1.720E-08,-8.55469E-04
-1.700E-08,-1.24609E-03
-1.680E-08,-1.44141E-03
-1.660E-08,-2.02734E-03
-1.640E-08,-2.02734E-03
-1.620E-08,-2.02734E-03
-1.600E-08,-1.63672E-03
-1.580E-08,-1.83203E-03
-1.560E-08,-1.83203E-03
-1.540E-08,-1.63672E-03
-1.520E-08,-1.83203E-03
-1.500E-08,-1.83203E-03
-1.480E-08,-2.22266E-03
-1.460E-08,-2.61328E-03
-1.440E-08,-2.02734E-03
-1.420E-08,-2.22266E-03
-1.400E-08,-1.83203E-03
-1.380E-08,-1.44141E-03
-1.360E-08,-1.24609E-03
-1.340E-08,-1.44141E-03
-1.320E-08,-1.05078E-03
-1.300E-08,-1.24609E-03
-1.280E-08,-1.44141E-03
-1.260E-08,-1.83203E-03
-1.240E-08,-1.63672E-03
-1.220E-08,-1.83203E-03
-1.200E-08,-1.63672E-03
-1.180E-08,-1.24609E-03
-1.160E-08,-4.64844E-04
-1.140E-08,-4.64844E-04
-1.120E-08,-1.44141E-03
-1.100E-08,-1.83203E-03
-1.080E-08,-1.63672E-03
-1.060E-08,-2.22266E-03
-1.040E-08,-1.44141E-03
-1.020E-08,-1.05078E-03
-1.000E-08,-6.60156E-04
-9.800E-09,-6.60156E-04
-9.600E-09,-8.55469E-04
-9.400E-09,-6.60156E-04
-9.200E-09,-2.69531E-04
-9.000E-09,3.16406E-04
-8.800E-09,-7.42188E-05
-8.600E-09,-1.05078E-03
-8.400E-09,-1.05078E-03
-8.200E-09,-1.24609E-03
-8.000E-09,-1.44141E-03
-7.800E-09,-1.24609E-03
-7.600E-09,-1.05078E-03
-7.400E-09,-1.05078E-03
-7.200E-09,-4.64844E-04
-7.000E-09,-1.05078E-03
-6.800E-09,-1.63672E-03
-6.600E-09,-2.02734E-03
-6.400E-09,-2.22266E-03
-6.200E-09,-1.83203E-03
-6.000E-09,-1.63672E-03
-5.800E-09,-6.60156E-04
-5.600E-09,-4.64844E-04
-5.400E-09,-8.55469E-04
-5.200E-09,-1.44141E-03
-5.000E-09,-1.44141E-03
-4.800E-09,-1.44141E-03
-4.600E-09,-1.63672E-03
-4.400E-09,-1.83203E-03
-4.200E-09,-1.63672E-03
-4.000E-09,-6.60156E-04
-3.800E-09,-7.42188E-05
-3.600E-09,-2.69531E-04
-3.400E-09,-6.60156E-04
-3.200E-09,-1.05078E-03
-3.000E-09,-4.64844E-04
-2.800E-09,-1.44141E-03
-2.600E-09,-2.22266E-03
-2.400E-09,-2.22266E-03
-2.200E-09,-1.05078E-03
-2.000E-09,-2.69531E-04
-1.800E-09,-7.42188E-05
-1.600E-09,-7.42188E-05
-1.400E-09,5.11719E-04
-1.200E-09,1.68359E-03
-1.000E-09,2.85547E-03
-8.000E-10,6.76172E-03
-6.000E-10,1.41836E-02
-4.000E-10,2.92227E-02
-2.000E-10,5.09023E-02
3.200E-23,7.19961E-02
2.000E-10,8.43008E-02
4.000E-10,8.56680E-02
6.000E-10,8.15664E-02
8.000E-10,7.41445E-02
1.000E-09,6.65273E-02
1.200E-09,5.94961E-02
1.400E-09,5.32461E-02
1.600E-09,4.83633E-02
1.800E-09,4.30898E-02
2.000E-09,3.85977E-02
2.200E-09,3.37148E-02
2.400E-09,2.98086E-02
2.600E-09,2.66836E-02
2.800E-09,2.39492E-02
3.000E-09,2.14102E-02
3.200E-09,1.84805E-02
3.400E-09,1.55508E-02
3.600E-09,1.34023E-02
3.800E-09,1.08633E-02
4.000E-09,8.91016E-03
4.200E-09,6.95703E-03
4.400E-09,5.00391E-03
4.600E-09,2.85547E-03
4.800E-09,7.07031E-04
5.000E-09,-3.78516E-03
5.200E-09,-8.08203E-03
5.400E-09,-1.25742E-02
5.600E-09,-1.39414E-02
5.800E-09,-1.33555E-02
6.000E-09,-1.19883E-02
6.200E-09,-1.10117E-02
6.400E-09,-9.44922E-03
6.600E-09,-9.25391E-03
6.800E-09,-7.30078E-03
7.000E-09,-5.34766E-03
7.200E-09,-3.00391E-03
7.400E-09,-1.44141E-03
7.600E-09,-7.42188E-05
7.800E-09,1.29297E-03
8.000E-09,2.85547E-03
8.200E-09,3.05078E-03
8.400E-09,3.05078E-03
8.600E-09,3.05078E-03
8.800E-09,3.44141E-03
9.000E-09,3.83203E-03
9.200E-09,4.02734E-03
9.400E-09,3.83203E-03
9.600E-09,3.44141E-03
9.800E-09,3.83203E-03
1.000E-08,4.02734E-03
1.020E-08,3.44141E-03
1.040E-08,3.83203E-03
1.060E-08,4.41797E-03
1.080E-08,4.41797E-03
1.100E-08,3.24609E-03
1.120E-08,2.66016E-03
1.140E-08,2.07422E-03
1.160E-08,1.29297E-03
1.180E-08,5.11719E-04
1.200E-08,7.07031E-04
1.220E-08,1.21094E-04
1.240E-08,-2.69531E-04
1.260E-08,-1.05078E-03
1.280E-08,-2.02734E-03
1.300E-08,-2.61328E-03
1.320E-08,-3.00391E-03
1.340E-08,-3.39453E-03
1.360E-08,-3.19922E-03
1.380E-08,-3.98047E-03
1.400E-08,-3.19922E-03
1.420E-08,-3.19922E-03
1.440E-08,-2.80859E-03
1.460E-08,-3.00391E-03
1.480E-08,-3.58984E-03
1.500E-08,-3.39453E-03
1.520E-08,-3.19922E-03
1.540E-08,-3.00391E-03
1.560E-08,-3.39453E-03
1.580E-08,-3.58984E-03
1.600E-08,-3.39453E-03
1.620E-08,-3.00391E-03
1.640E-08,-2.80859E-03
1.660E-08,-2.61328E-03
1.680E-08,-2.41797E-03
1.700E-08,-2.02734E-03
1.720E-08,-1.83203E-03
1.740E-08,-1.63672E-03
1.760E-08,-8.55469E-04
1.780E-08,-6.60156E-04
1.800E-08,-1.63672E-03
1.820E-08,-1.63672E-03
1.840E-08,-2.02734E-03
1.860E-08,-1.83203E-03
1.880E-08,-2.22266E-03
1.900E-08,-2.80859E-03
1.920E-08,-2.41797E-03
1.940E-08,-2.41797E-03
1.960E-08,-2.22266E-03
1.980E-08,-2.22266E-03
2.000E-08,-2.61328E-03
2.020E-08,-3.00391E-03
2.040E-08,-2.80859E-03
2.060E-08,-2.41797E-03
2.080E-08,-2.80859E-03
2.100E-08,-2.41797E-03
2.120E-08,-2.02734E-03
2.140E-08,-2.22266E-03
2.160E-08,-2.41797E-03
2.180E-08,-2.61328E-03
2.200E-08,-2.41797E-03
2.220E-08,-2.41797E-03
2.240E-08,-2.41797E-03
2.260E-08,-2.61328E-03
2.280E-08,-2.80859E-03
2.300E-08,-2.80859E-03
2.320E-08,-3.78516E-03
2.340E-08,-3.78516E-03
2.360E-08,-3.00391E-03
2.380E-08,-2.80859E-03
2.400E-08,-3.00391E-03
2.420E-08,-3.19922E-03
2.440E-08,-3.19922E-03
2.460E-08,-3.78516E-03
2.480E-08,-4.17578E-03
2.500E-08,-4.17578E-03
2.520E-08,-3.58984E-03
2.540E-08,-3.78516E-03
2.560E-08,-3.19922E-03
2.580E-08,-3.19922E-03
2.600E-08,-3.00391E-03
2.620E-08,-3.19922E-03
2.640E-08,-2.80859E-03
2.660E-08,-2.61328E-03
2.680E-08,-2.80859E-03
2.700E-08,-3.00391E-03
2.720E-08,-3.00391E-03
2.740E-08,-3.19922E-03
2.760E-08,-3.19922E-03
2.780E-08,-3.00391E-03
2.800E-08,-2.61328E-03
2.820E-08,-2.02734E-03
2.840E-08,-1.63672E-03
2.860E-08,-1.44141E-03
2.880E-08,-1.44141E-03
2.900E-08,-1.63672E-03
2.920E-08,-2.80859E-03
2.940E-08,-3.58984E-03
2.960E-08,-3.98047E-03
2.980E-08,-3.98047E-03
3.000E-08,-3.58984E-03
3.020E-08,-3.39453E-03
3.040E-08,-2.80859E-03
3.060E-08,-2.61328E-03
3.080E-08,-2.22266E-03
3.100E-08,-2.02734E-03
3.120E-08,-2.02734E-03
3.140E-08,-2.02734E-03
3.160E-08,-2.22266E-03
3.180E-08,-2.61328E-03
3.200E-08,-2.41797E-03
3.220E-08,-2.61328E-03
3.240E-08,-2.61328E-03
3.260E-08,-3.00391E-03
3.280E-08,-2.61328E-03
3.300E-08,-2.41797E-03
3.320E-08,-2.22266E-03
3.340E-08,-2.22266E-03
3.360E-08,-1.44141E-03
3.380E-08,-2.22266E-03
3.400E-08,-1.63672E-03
3.420E-08,-1.83203E-03
3.440E-08,-1.63672E-03
3.460E-08,-1.63672E-03
3.480E-08,-1.63672E-03
3.500E-08,-1.83203E-03
3.520E-08,-2.22266E-03
3.540E-08,-3.19922E-03
3.560E-08,-2.80859E-03
3.580E-08,-3.00391E-03
3.600E-08,-2.80859E-03
3.620E-08,-2.41797E-03
3.640E-08,-2.22266E-03
3.660E-08,-1.83203E-03
3.680E-08,-2.41797E-03
3.700E-08,-3.00391E-03
3.720E-08,-2.80859E-03
3.740E-08,-2.80859E-03
3.760E-08,-2.22266E-03
3.780E-08,-1.83203E-03
3.800E-08,-1.63672E-03
3.820E-08,-1.24609E-03
3.840E-08,-1.05078E-03
3.860E-08,-1.83203E-03
3.880E-08,-1.83203E-03
3.900E-08,-3.00391E-03
3.920E-08,-3.78516E-03
3.940E-08,-3.98047E-03
3.960E-08,-2.80859E-03
3.980E-08,-2.80859E-03
4.000E-08,-2.02734E-03
4.020E-08,-2.41797E-03
4.040E-08,-2.41797E-03
4.060E-08,-2.02734E-03
4.080E-08,-2.02734E-03
4.100E-08,-2.80859E-03
4.120E-08,-2.41797E-03
4.140E-08,-2.22266E-03
4.160E-08,-2.02734E-03
4.180E-08,-2.22266E-03
4.200E-08,-2.61328E-03
4.220E-08,-2.80859E-03
4.240E-08,-2.41797E-03
4.260E-08,-2.41797E-03
4.280E-08,-2.02734E-03
4.300E-08,-2.02734E-03
4.320E-08,-1.83203E-03
4.340E-08,-1.83203E-03
4.360E-08,-1.83203E-03
4.380E-08,-2.02734E-03
4.400E-08,-2.61328E-03
4.420E-08,-2.61328E-03
4.440E-08,-1.83203E-03
4.460E-08,-1.24609E-03
4.480E-08,-8.55469E-04
4.500E-08,-1.83203E-03
4.520E-08,-2.22266E-03
4.540E-08,-2.80859E-03
4.560E-08,-3.19922E-03
4.580E-08,-2.41797E-03
4.600E-08,-1.83203E-03
4.620E-08,-1.63672E-03
4.640E-08,-1.05078E-03
4.660E-08,-1.44141E-03
4.680E-08,-1.83203E-03
4.700E-08,-1.83203E-03
4.720E-08,-1.83203E-03
4.740E-08,-2.02734E-03
4.760E-08,-1.63672E-03
4.780E-08,-1.05078E-03
4.800E-08,-1.05078E-03
4.820E-08,-1.24609E-03
4.840E-08,-1.05078E-03
4.860E-08,-1.63672E-03
4.880E-08,-6.60156E-04
4.900E-08,-1.05078E-03
4.920E-08,-1.24609E-03
4.940E-08,-1.63672E-03
4.960E-08,-2.22266E-03
4.980E-08,-3.00391E-03
5.000E-08,-2.61328E-03
5.020E-08,-2.41797E-03
5.040E-08,-1.63672E-03
5.060E-08,-1.63672E-03
5.080E-08,-1.63672E-03
5.100E-08,-2.22266E-03
5.120E-08,-2.61328E-03
5.140E-08,-2.61328E-03
5.160E-08,-2.02734E-03
5.180E-08,-2.41797E-03
5.200E-08,-1.44141E-03
5.220E-08,-1.63672E-03
5.240E-08,-1.44141E-03
5.260E-08,-1.44141E-03
5.280E-08,-1.05078E-03
5.300E-08,-1.05078E-03
5.320E-08,-1.05078E-03
5.340E-08,-1.44141E-03
5.360E-08,-1.24609E-03
5.380E-08,-2.02734E-03
5.400E-08,-3.00391E-03
5.420E-08,-2.80859E-03
5.440E-08,-2.22266E-03
5.460E-08,-1.63672E-03
5.480E-08,-8.55469E-04
5.500E-08,-1.05078E-03
5.520E-08,-1.24609E-03
5.540E-08,-1.63672E-03
5.560E-08,-1.83203E-03
5.580E-08,-2.22266E-03
5.600E-08,-1.63672E-03
5.620E-08,-1.63672E-03
5.640E-08,-8.55469E-04
5.660E-08,-1.24609E-03
5.680E-08,-8.55469E-04
5.700E-08,-6.60156E-04
5.720E-08,-6.60156E-04
5.740E-08,-8.55469E-04
5.760E-08,-6.60156E-04
5.780E-08,-1.05078E-03
5.800E-08,-1.24609E-03
5.820E-08,-2.02734E-03
5.840E-08,-1.24609E-03
5.860E-08,-8.55469E-04
5.880E-08,-1.44141E-03
5.900E-08,-1.63672E-03
5.920E-08,-2.02734E-03
5.940E-08,-1.83203E-03
5.960E-08,-2.02734E-03
5.980E-08,-1.83203E-03
6.000E-08,-1.24609E-03
6.020E-08,-4.64844E-04
6.040E-08,-4.64844E-04
6.060E-08,1.21094E-04
6.080E-08,-2.69531E-04
6.100E-08,-7.42188E-05
6.120E-08,-6.60156E-04
6.140E-08,-1.24609E-03
6.160E-08,-2.02734E-03
6.180E-08,-3.00391E-03
6.200E-08,-3.19922E-03
6.220E-08,-2.61328E-03
6.240E-08,-1.63672E-03
6.260E-08,-1.05078E-03
6.280E-08,-8.55469E-04
6.300E-08,-1.24609E-03
6.320E-08,-1.24609E-03
6.340E-08,-2.02734E-03
6.360E-08,-1.63672E-03
6.380E-08,-1.63672E-03
6.400E-08,-1.83203E-03
6.420E-08,-1.83203E-03
6.440E-08,-2.02734E-03
6.460E-08,-1.83203E-03
6.480E-08,-1.24609E-03
6.500E-08,-7.42188E-05
6.520E-08,1.21094E-04
6.540E-08,-8.55469E-04
6.560E-08,-8.55469E-04
6.580E-08,-1.44141E-03
6.600E-08,-1.83203E-03
6.620E-08,-2.02734E-03
6.640E-08,-2.41797E-03
6.660E-08,-1.83203E-03
6.680E-08,-1.63672E-03
6.700E-08,-1.24609E-03
6.720E-08,-1.24609E-03
6.740E-08,-1.63672E-03
6.760E-08,-1.24609E-03
6.780E-08,-1.24609E-03
6.800E-08,-1.05078E-03
6.820E-08,-1.24609E-03
6.840E-08,-1.24609E-03
6.860E-08,-1.24609E-03
6.880E-08,-8.55469E-04
6.900E-08,-1.44141E-03
6.920E-08,-8.55469E-04
6.940E-08,-1.05078E-03
6.960E-08,-1.63672E-03
6.980E-08,-1.05078E-03
7.000E-08,-1.05078E-03
7.020E-08,-1.24609E-03
7.040E-08,-6.60156E-04
7.060E-08,-1.24609E-03
7.080E-08,-8.55469E-04
7.100E-08,-1.24609E-03
7.120E-08,-1.24609E-03
7.140E-08,-1.44141E-03
7.160E-08,-1.83203E-03
7.180E-08,-1.83203E-03
7.200E-08,-1.63672E-03
7.220E-08,-1.44141E-03
7.240E-08,-1.44141E-03
7.260E-08,-1.24609E-03
7.280E-08,-1.05078E-03
7.300E-08,-8.55469E-04
7.320E-08,-1.44141E-03
7.340E-08,-1.05078E-03
7.360E-08,-1.44141E-03
7.380E-08,-1.63672E-03
7.400E-08,-2.22266E-03
7.420E-08,-1.63672E-03
7.440E-08,-1.63672E-03
7.460E-08,-1.44141E-03
7.480E-08,-8.55469E-04
7.500E-08,-1.05078E-03
7.520E-08,-8.55469E-04
7.540E-08,-8.55469E-04
7.560E-08,-8.55469E-04
7.580E-08,-6.60156E-04
7.600E-08,-2.69531E-04
7.620E-08,-2.69531E-04
7.640E-08,-2.69531E-04
7.660E-08,-8.55469E-04
7.680E-08,-2.22266E-03
7.700E-08,-2.61328E-03
7.720E-08,-2.41797E-03
7.740E-08,-1.83203E-03
7.760E-08,-1.63672E-03
7.780E-08,-1.83203E-03
7.800E-08,-1.44141E-03
7.820E-08,-1.44141E-03
7.840E-08,-1.24609E-03
7.860E-08,-1.24609E-03
7.880E-08,-6.60156E-04
7.900E-08,-1.05078E-03
7.920E-08,-1.24609E-03
7.940E-08,-1.44141E-03
7.960E-08,-1.05078E-03
7.980E-08,-1.05078E-03
8.000E-08,-4.64844E-04
8.020E-08,1.21094E-04
8.040E-08,1.68359E-03
8.060E-08,4.61328E-03
8.080E-08,1.06680E-02
8.100E-08,2.23867E-02
8.120E-08,4.23086E-02
8.140E-08,6.49648E-02
8.160E-08,8.13711E-02
8.180E-08,8.66445E-02
8.200E-08,8.41055E-02
8.220E-08,7.70742E-02
8.240E-08,6.94570E-02
8.260E-08,6.18398E-02
8.280E-08,5.50039E-02
8.300E-08,4.93398E-02
8.320E-08,4.46523E-02
8.340E-08,3.97695E-02
8.360E-08,3.50820E-02
8.380E-08,3.11758E-02
8.400E-08,2.76602E-02
8.420E-08,2.47305E-02
8.440E-08,2.19961E-02
8.460E-08,1.84805E-02
8.480E-08,1.61367E-02
8.500E-08,1.37930E-02
8.520E-08,1.18398E-02
8.540E-08,9.69141E-03
8.560E-08,8.51953E-03
8.580E-08,6.76172E-03
8.600E-08,5.00391E-03
8.620E-08,2.66016E-03
8.640E-08,-1.63672E-03
8.660E-08,-7.10547E-03
8.680E-08,-1.06211E-02
8.700E-08,-1.27695E-02
8.720E-08,-1.23789E-02
8.740E-08,-1.08164E-02
8.760E-08,-9.44922E-03
8.780E-08,-9.05859E-03
8.800E-08,-7.88672E-03
8.820E-08,-7.30078E-03
8.840E-08,-5.15234E-03
8.860E-08,-3.19922E-03
8.880E-08,-1.83203E-03
8.900E-08,-6.60156E-04
8.920E-08,1.09766E-03
8.940E-08,1.87891E-03
8.960E-08,2.07422E-03
8.980E-08,1.87891E-03
9.000E-08,2.66016E-03
9.020E-08,3.05078E-03
9.040E-08,3.05078E-03
9.060E-08,3.63672E-03
9.080E-08,4.22266E-03
9.100E-08,4.80859E-03
9.120E-08,5.19922E-03
9.140E-08,4.41797E-03
9.160E-08,3.83203E-03
9.180E-08,3.63672E-03
9.200E-08,4.02734E-03
9.220E-08,4.41797E-03
9.240E-08,3.44141E-03
9.260E-08,3.44141E-03
9.280E-08,3.44141E-03
9.300E-08,2.66016E-03
9.320E-08,2.66016E-03
9.340E-08,2.07422E-03
9.360E-08,9.02344E-04
9.380E-08,-1.05078E-03
9.400E-08,-1.44141E-03
9.420E-08,-2.02734E-03
9.440E-08,-2.61328E-03
9.460E-08,-3.19922E-03
9.480E-08,-3.39453E-03
9.500E-08,-3.78516E-03
9.520E-08,-3.19922E-03
9.540E-08,-3.78516E-03
9.560E-08,-3.98047E-03
9.580E-08,-3.78516E-03
9.600E-08,-2.80859E-03
9.620E-08,-2.61328E-03
9.640E-08,-2.80859E-03
9.660E-08,-3.39453E-03
9.680E-08,-4.37109E-03
