Wavelength0,Intensity0,Wavelength1,Intensity1,Wavelength2,Intensity2,Wavelength3,Intensity3,Wavelength4,Intensity4,Wavelength5,Intensity5,Wavelength6,Intensity6,Wavelength7,Intensity7,Wavelength8,Intensity8,Wavelength9,Intensity9,Wavelength10,Intensity10,Wavelength11,Intensity11,Wavelength12,Intensity12,Wavelength13,Intensity13,Wavelength14,Intensity14,Wavelength15,Intensity15,Wavelength16,Intensity16,Wavelength17,Intensity17,Wavelength18,Intensity18,Wavelength19,Intensity19,Wavelength20,Intensity20,Wavelength21,Intensity21,Wavelength22,Intensity22,Wavelength23,Intensity23,Wavelength24,Intensity24,Wavelength25,Intensity25,Wavelength26,Intensity26,Wavelength27,Intensity27,Wavelength28,Intensity28,Wavelength29,Intensity29
1460.85,-78.248,1460.85,-79.019,1460.85,-76.688,1460.85,-78.481,1460.85,-78.206,1460.85,-68.826,1460.85,-77.577,1460.85,-78.529,1460.85,-77.302,1460.85,-78.721,1460.85,-80.969,1460.85,-78.188,1460.85,-78.044,1460.85,-79.29,1460.85,-77.858,1460.85,-77.639,1460.85,-79.747,1460.85,-80.577,1460.85,-77.365,1460.85,-78.813,1460.85,-78.351,1460.85,-78.256,1460.85,-77.68,1460.85,-78.88,1460.85,-78.094,1460.85,-78.663,1460.85,-78.504,1460.85,-79.868,1460.85,-78.158,1460.85,-78.681
1461.0,-78.178,1461.0,-77.431,1461.0,-77.416,1461.0,-77.624,1461.0,-76.839,1461.0,-76.228,1461.0,-77.862,1461.0,-76.954,1461.0,-78.656,1461.0,-77.506,1461.0,-76.75,1461.0,-78.024,1461.0,-77.438,1461.0,-78.193,1461.0,-78.158,1461.0,-79.337,1461.0,-77.754,1461.0,-78.39,1461.0,-79.097,1461.0,-78.627,1461.0,-78.599,1461.0,-78.766,1461.0,-79.073,1461.0,-79.049,1461.0,-79.927,1461.0,-77.536,1461.0,-78.068,1461.0,-78.98,1461.0,-79.618,1461.0,-77.966
1461.15,-77.924,1461.15,-78.153,1461.15,-76.456,1461.15,-78.032,1461.15,-77.778,1461.15,-72.625,1461.15,-77.353,1461.15,-78.143,1461.15,-78.823,1461.15,-77.815,1461.15,-78.884,1461.15,-78.476,1461.15,-77.05,1461.15,-77.193,1461.15,-77.518,1461.15,-78.267,1461.15,-77.413,1461.15,-79.82,1461.15,-79.07,1461.15,-80.603,1461.15,-79.257,1461.15,-79.126,1461.15,-77.991,1461.15,-78.428,1461.15,-78.477,1461.15,-80.06,1461.15,-80.652,1461.15,-78.695,1461.15,-80.257,1461.15,-80.735
1461.3,-77.258,1461.3,-77.037,1461.3,-76.674,1461.3,-77.066,1461.3,-76.921,1461.3,-210.0,1461.3,-77.861,1461.3,-77.566,1461.3,-77.832,1461.3,-78.537,1461.3,-77.092,1461.3,-77.857,1461.3,-78.139,1461.3,-77.376,1461.3,-78.015,1461.3,-78.082,1461.3,-78.127,1461.3,-79.189,1461.3,-77.569,1461.3,-77.418,1461.3,-78.025,1461.3,-78.257,1461.3,-77.147,1461.3,-78.658,1461.3,-78.511,1461.3,-79.609,1461.3,-78.235,1461.3,-79.805,1461.3,-77.471,1461.3,-79.72
1461.45,-78.02,1461.45,-79.018,1461.45,-78.221,1461.45,-77.608,1461.45,-79.359,1461.45,-71.889,1461.45,-76.701,1461.45,-77.425,1461.45,-77.74,1461.45,-77.239,1461.45,-78.487,1461.45,-77.658,1461.45,-78.222,1461.45,-77.508,1461.45,-77.168,1461.45,-78.408,1461.45,-78.373,1461.45,-76.803,1461.45,-79.139,1461.45,-78.929,1461.45,-79.291,1461.45,-78.645,1461.45,-79.698,1461.45,-78.472,1461.45,-79.377,1461.45,-79.363,1461.45,-79.109,1461.45,-78.47,1461.45,-79.038,1461.45,-77.385
1461.6,-78.3,1461.6,-77.831,1461.6,-77.39,1461.6,-78.076,1461.6,-76.149,1461.6,-210.0,1461.6,-76.893,1461.6,-78.362,1461.6,-76.62,1461.6,-77.284,1461.6,-78.449,1461.6,-76.949,1461.6,-77.888,1461.6,-77.406,1461.6,-78.499,1461.6,-76.969,1461.6,-77.395,1461.6,-77.122,1461.6,-77.784,1461.6,-79.269,1461.6,-78.441,1461.6,-77.74,1461.6,-78.62,1461.6,-77.775,1461.6,-78.53,1461.6,-78.935,1461.6,-78.267,1461.6,-78.288,1461.6,-78.008,1461.6,-78.759
1461.75,-77.502,1461.75,-76.878,1461.75,-77.005,1461.75,-78.097,1461.75,-77.05,1461.75,-77.374,1461.75,-77.8,1461.75,-77.395,1461.75,-78.319,1461.75,-77.594,1461.75,-77.741,1461.75,-79.31,1461.75,-77.146,1461.75,-77.831,1461.75,-77.823,1461.75,-77.6,1461.75,-77.354,1461.75,-78.018,1461.75,-78.264,1461.75,-77.149,1461.75,-78.579,1461.75,-78.636,1461.75,-77.82,1461.75,-79.01,1461.75,-77.215,1461.75,-77.666,1461.75,-77.308,1461.75,-80.058,1461.75,-79.628,1461.75,-79.468
1461.9,-77.349,1461.9,-78.066,1461.9,-76.79,1461.9,-77.741,1461.9,-76.932,1461.9,-210.0,1461.9,-76.682,1461.9,-77.923,1461.9,-77.466,1461.9,-78.586,1461.9,-77.23,1461.9,-77.324,1461.9,-78.413,1461.9,-76.552,1461.9,-76.858,1461.9,-76.932,1461.9,-77.866,1461.9,-79.529,1461.9,-77.197,1461.9,-78.88,1461.9,-77.916,1461.9,-79.023,1461.9,-79.259,1461.9,-77.882,1461.9,-79.253,1461.9,-78.217,1461.9,-80.829,1461.9,-78.41,1461.9,-77.48,1461.9,-78.277
1462.05,-77.441,1462.05,-77.983,1462.05,-76.684,1462.05,-77.529,1462.05,-77.895,1462.05,-210.0,1462.05,-77.172,1462.05,-76.914,1462.05,-78.617,1462.05,-78.724,1462.05,-77.296,1462.05,-77.882,1462.05,-76.431,1462.05,-78.113,1462.05,-78.247,1462.05,-77.156,1462.05,-80.252,1462.05,-78.035,1462.05,-78.816,1462.05,-79.398,1462.05,-77.93,1462.05,-80.158,1462.05,-77.2,1462.05,-77.399,1462.05,-77.964,1462.05,-80.188,1462.05,-77.191,1462.05,-77.907,1462.05,-78.944,1462.05,-80.12
1462.2,-77.583,1462.2,-77.309,1462.2,-76.843,1462.2,-77.529,1462.2,-76.91,1462.2,-73.198,1462.2,-77.533,1462.2,-76.514,1462.2,-77.428,1462.2,-75.916,1462.2,-77.448,1462.2,-77.425,1462.2,-78.039,1462.2,-77.648,1462.2,-77.458,1462.2,-78.675,1462.2,-78.146,1462.2,-78.496,1462.2,-78.21,1462.2,-79.113,1462.2,-79.991,1462.2,-78.574,1462.2,-77.518,1462.2,-78.515,1462.2,-78.815,1462.2,-78.6,1462.2,-78.663,1462.2,-82.125,1462.2,-78.829,1462.2,-78.225
1462.35,-78.399,1462.35,-77.158,1462.35,-76.764,1462.35,-77.36,1462.35,-76.407,1462.35,-71.819,1462.35,-77.341,1462.35,-77.632,1462.35,-77.411,1462.35,-78.709,1462.35,-77.124,1462.35,-77.485,1462.35,-76.919,1462.35,-77.009,1462.35,-77.423,1462.35,-78.666,1462.35,-77.7,1462.35,-78.922,1462.35,-77.273,1462.35,-78.07,1462.35,-78.348,1462.35,-78.953,1462.35,-77.865,1462.35,-77.343,1462.35,-76.838,1462.35,-79.226,1462.35,-77.613,1462.35,-78.369,1462.35,-78.279,1462.35,-78.556
1462.5,-77.548,1462.5,-78.119,1462.5,-76.213,1462.5,-77.363,1462.5,-77.197,1462.5,-210.0,1462.5,-76.729,1462.5,-77.627,1462.5,-77.358,1462.5,-76.837,1462.5,-76.717,1462.5,-76.426,1462.5,-77.083,1462.5,-77.803,1462.5,-77.247,1462.5,-77.133,1462.5,-76.946,1462.5,-78.698,1462.5,-78.746,1462.5,-79.713,1462.5,-77.398,1462.5,-78.22,1462.5,-77.185,1462.5,-79.39,1462.5,-78.67,1462.5,-77.126,1462.5,-77.994,1462.5,-79.213,1462.5,-77.646,1462.5,-78.04
1462.65,-76.876,1462.65,-77.068,1462.65,-77.08,1462.65,-76.277,1462.65,-76.434,1462.65,-73.286,1462.65,-76.632,1462.65,-78.114,1462.65,-77.211,1462.65,-76.426,1462.65,-76.608,1462.65,-77.241,1462.65,-76.806,1462.65,-76.719,1462.65,-76.484,1462.65,-77.453,1462.65,-76.387,1462.65,-79.261,1462.65,-78.013,1462.65,-77.095,1462.65,-78.237,1462.65,-76.908,1462.65,-79.414,1462.65,-78.726,1462.65,-78.014,1462.65,-79.808,1462.65,-78.315,1462.65,-78.466,1462.65,-78.234,1462.65,-76.628
1462.8,-77.678,1462.8,-77.312,1462.8,-76.073,1462.8,-77.196,1462.8,-77.494,1462.8,-210.0,1462.8,-76.4,1462.8,-76.058,1462.8,-76.834,1462.8,-77.419,1462.8,-77.321,1462.8,-77.788,1462.8,-76.688,1462.8,-77.281,1462.8,-77.559,1462.8,-77.121,1462.8,-77.414,1462.8,-76.998,1462.8,-79.99,1462.8,-77.812,1462.8,-78.598,1462.8,-78.557,1462.8,-77.437,1462.8,-77.739,1462.8,-78.59,1462.8,-79.926,1462.8,-77.133,1462.8,-78.179,1462.8,-77.927,1462.8,-77.911
1462.95,-77.068,1462.95,-77.067,1462.95,-76.147,1462.95,-76.886,1462.95,-78.8,1462.95,-73.621,1462.95,-76.4,1462.95,-76.244,1462.95,-77.979,1462.95,-77.207,1462.95,-77.09,1462.95,-77.296,1462.95,-77.134,1462.95,-77.533,1462.95,-77.0,1462.95,-77.802,1462.95,-77.063,1462.95,-78.031,1462.95,-77.389,1462.95,-79.356,1462.95,-79.447,1462.95,-77.185,1462.95,-77.616,1462.95,-77.937,1462.95,-77.784,1462.95,-78.532,1462.95,-80.138,1462.95,-78.725,1462.95,-77.346,1462.95,-82.02
1463.1,-76.423,1463.1,-77.406,1463.1,-77.1,1463.1,-77.607,1463.1,-76.736,1463.1,-210.0,1463.1,-76.517,1463.1,-77.304,1463.1,-76.599,1463.1,-76.318,1463.1,-77.459,1463.1,-76.428,1463.1,-77.136,1463.1,-77.546,1463.1,-77.435,1463.1,-77.342,1463.1,-78.032,1463.1,-78.085,1463.1,-78.191,1463.1,-78.276,1463.1,-77.515,1463.1,-79.766,1463.1,-77.762,1463.1,-78.207,1463.1,-78.357,1463.1,-78.855,1463.1,-77.217,1463.1,-79.037,1463.1,-78.496,1463.1,-77.328
1463.25,-76.068,1463.25,-76.76,1463.25,-76.026,1463.25,-76.604,1463.25,-76.743,1463.25,-71.163,1463.25,-75.96,1463.25,-76.61,1463.25,-77.492,1463.25,-77.303,1463.25,-76.737,1463.25,-76.581,1463.25,-77.549,1463.25,-76.589,1463.25,-77.848,1463.25,-76.613,1463.25,-77.197,1463.25,-77.976,1463.25,-77.443,1463.25,-77.166,1463.25,-78.741,1463.25,-77.266,1463.25,-78.052,1463.25,-77.678,1463.25,-78.391,1463.25,-77.426,1463.25,-78.94,1463.25,-77.833,1463.25,-78.023,1463.25,-77.994
1463.4,-76.79,1463.4,-77.051,1463.4,-76.505,1463.4,-76.66,1463.4,-75.95,1463.4,-82.02,1463.4,-76.56,1463.4,-77.623,1463.4,-76.511,1463.4,-76.618,1463.4,-76.591,1463.4,-77.753,1463.4,-77.961,1463.4,-76.446,1463.4,-76.232,1463.4,-76.175,1463.4,-76.153,1463.4,-78.169,1463.4,-78.44,1463.4,-77.923,1463.4,-77.691,1463.4,-78.725,1463.4,-76.577,1463.4,-76.897,1463.4,-77.379,1463.4,-77.84,1463.4,-76.798,1463.4,-77.581,1463.4,-77.579,1463.4,-77.879
1463.55,-76.496,1463.55,-76.3,1463.55,-75.655,1463.55,-76.947,1463.55,-77.255,1463.55,-210.0,1463.55,-76.154,1463.55,-76.632,1463.55,-77.885,1463.55,-76.86,1463.55,-76.661,1463.55,-76.345,1463.55,-76.089,1463.55,-77.096,1463.55,-77.05,1463.55,-76.911,1463.55,-77.806,1463.55,-78.959,1463.55,-77.458,1463.55,-78.363,1463.55,-79.658,1463.55,-77.57,1463.55,-79.189,1463.55,-79.525,1463.55,-77.526,1463.55,-77.791,1463.55,-77.591,1463.55,-78.243,1463.55,-78.735,1463.55,-78.533
1463.7,-76.474,1463.7,-76.735,1463.7,-76.018,1463.7,-75.885,1463.7,-76.116,1463.7,-72.396,1463.7,-76.489,1463.7,-76.081,1463.7,-76.284,1463.7,-76.597,1463.7,-77.121,1463.7,-76.226,1463.7,-76.939,1463.7,-76.842,1463.7,-76.934,1463.7,-75.965,1463.7,-76.478,1463.7,-77.263,1463.7,-78.049,1463.7,-80.016,1463.7,-77.777,1463.7,-78.381,1463.7,-77.161,1463.7,-77.634,1463.7,-77.686,1463.7,-77.396,1463.7,-78.322,1463.7,-78.274,1463.7,-76.824,1463.7,-79.592
1463.85,-76.252,1463.85,-76.364,1463.85,-76.515,1463.85,-76.185,1463.85,-75.847,1463.85,-210.0,1463.85,-76.215,1463.85,-76.937,1463.85,-76.042,1463.85,-76.711,1463.85,-76.7,1463.85,-75.768,1463.85,-76.017,1463.85,-77.301,1463.85,-76.19,1463.85,-76.695,1463.85,-76.152,1463.85,-77.557,1463.85,-76.821,1463.85,-77.187,1463.85,-78.199,1463.85,-77.717,1463.85,-76.521,1463.85,-76.767,1463.85,-79.572,1463.85,-78.39,1463.85,-78.402,1463.85,-77.349,1463.85,-77.18,1463.85,-76.944
1464.0,-77.56,1464.0,-76.853,1464.0,-75.567,1464.0,-76.924,1464.0,-75.655,1464.0,-78.919,1464.0,-76.179,1464.0,-76.301,1464.0,-76.821,1464.0,-76.15,1464.0,-76.866,1464.0,-76.566,1464.0,-76.106,1464.0,-76.435,1464.0,-76.959,1464.0,-77.483,1464.0,-76.068,1464.0,-78.181,1464.0,-78.142,1464.0,-78.729,1464.0,-77.742,1464.0,-77.665,1464.0,-77.139,1464.0,-78.593,1464.0,-76.831,1464.0,-76.761,1464.0,-76.459,1464.0,-78.355,1464.0,-79.376,1464.0,-77.883
1464.15,-76.314,1464.15,-76.89,1464.15,-75.586,1464.15,-76.184,1464.15,-76.525,1464.15,-79.183,1464.15,-76.037,1464.15,-76.041,1464.15,-76.112,1464.15,-76.404,1464.15,-76.235,1464.15,-76.001,1464.15,-76.441,1464.15,-76.736,1464.15,-75.526,1464.15,-75.651,1464.15,-76.232,1464.15,-77.263,1464.15,-77.695,1464.15,-77.691,1464.15,-77.748,1464.15,-77.634,1464.15,-76.762,1464.15,-77.01,1464.15,-77.752,1464.15,-77.435,1464.15,-78.852,1464.15,-77.358,1464.15,-77.552,1464.15,-78.216
1464.3,-76.489,1464.3,-76.684,1464.3,-76.028,1464.3,-76.72,1464.3,-76.317,1464.3,-210.0,1464.3,-75.507,1464.3,-76.114,1464.3,-77.326,1464.3,-76.107,1464.3,-76.175,1464.3,-75.707,1464.3,-77.041,1464.3,-76.137,1464.3,-77.216,1464.3,-76.234,1464.3,-76.481,1464.3,-77.364,1464.3,-78.408,1464.3,-78.081,1464.3,-77.924,1464.3,-77.676,1464.3,-77.368,1464.3,-77.471,1464.3,-76.563,1464.3,-77.838,1464.3,-78.218,1464.3,-77.196,1464.3,-79.207,1464.3,-76.771
1464.45,-76.451,1464.45,-76.515,1464.45,-75.763,1464.45,-77.119,1464.45,-75.581,1464.45,-72.093,1464.45,-75.785,1464.45,-75.986,1464.45,-76.691,1464.45,-75.704,1464.45,-76.146,1464.45,-76.248,1464.45,-76.049,1464.45,-76.617,1464.45,-75.974,1464.45,-76.497,1464.45,-76.383,1464.45,-77.081,1464.45,-77.794,1464.45,-78.239,1464.45,-77.627,1464.45,-77.749,1464.45,-77.362,1464.45,-77.086,1464.45,-78.062,1464.45,-78.023,1464.45,-77.046,1464.45,-76.948,1464.45,-77.503,1464.45,-77.733
1464.6,-75.676,1464.6,-76.175,1464.6,-75.419,1464.6,-76.801,1464.6,-75.944,1464.6,-210.0,1464.6,-75.235,1464.6,-76.072,1464.6,-77.156,1464.6,-76.565,1464.6,-75.883,1464.6,-75.712,1464.6,-76.149,1464.6,-76.034,1464.6,-76.394,1464.6,-75.575,1464.6,-75.827,1464.6,-77.714,1464.6,-77.013,1464.6,-77.247,1464.6,-78.205,1464.6,-77.415,1464.6,-76.934,1464.6,-77.503,1464.6,-76.654,1464.6,-77.951,1464.6,-77.648,1464.6,-78.466,1464.6,-77.411,1464.6,-77.137
1464.75,-76.461,1464.75,-76.487,1464.75,-75.188,1464.75,-76.354,1464.75,-75.355,1464.75,-67.905,1464.75,-75.494,1464.75,-76.629,1464.75,-76.207,1464.75,-75.862,1464.75,-75.61,1464.75,-75.79,1464.75,-76.13,1464.75,-77.172,1464.75,-76.984,1464.75,-76.39,1464.75,-76.544,1464.75,-77.709,1464.75,-77.264,1464.75,-77.431,1464.75,-77.167,1464.75,-79.7,1464.75,-76.799,1464.75,-77.552,1464.75,-76.972,1464.75,-77.607,1464.75,-77.581,1464.75,-77.183,1464.75,-77.165,1464.75,-77.526
1464.9,-75.738,1464.9,-75.991,1464.9,-75.48,1464.9,-76.217,1464.9,-76.106,1464.9,-72.661,1464.9,-75.999,1464.9,-75.394,1464.9,-75.638,1464.9,-76.405,1464.9,-76.202,1464.9,-75.975,1464.9,-75.997,1464.9,-75.986,1464.9,-75.212,1464.9,-75.955,1464.9,-76.604,1464.9,-77.765,1464.9,-77.225,1464.9,-77.577,1464.9,-76.327,1464.9,-78.082,1464.9,-77.233,1464.9,-77.087,1464.9,-77.103,1464.9,-77.051,1464.9,-77.167,1464.9,-77.681,1464.9,-77.965,1464.9,-77.524
1465.05,-75.338,1465.05,-75.876,1465.05,-74.927,1465.05,-75.219,1465.05,-76.441,1465.05,-71.895,1465.05,-76.474,1465.05,-76.271,1465.05,-75.723,1465.05,-76.977,1465.05,-75.763,1465.05,-75.939,1465.05,-76.152,1465.05,-75.93,1465.05,-76.166,1465.05,-76.76,1465.05,-76.248,1465.05,-78.12,1465.05,-77.745,1465.05,-78.402,1465.05,-77.768,1465.05,-77.197,1465.05,-76.794,1465.05,-76.358,1465.05,-78.029,1465.05,-77.923,1465.05,-76.36,1465.05,-77.387,1465.05,-77.441,1465.05,-76.999
1465.2,-75.995,1465.2,-75.874,1465.2,-75.207,1465.2,-76.37,1465.2,-75.206,1465.2,-72.366,1465.2,-75.254,1465.2,-75.628,1465.2,-75.525,1465.2,-75.218,1465.2,-76.993,1465.2,-75.627,1465.2,-76.173,1465.2,-75.217,1465.2,-75.463,1465.2,-75.782,1465.2,-75.465,1465.2,-76.787,1465.2,-77.506,1465.2,-77.301,1465.2,-77.397,1465.2,-76.674,1465.2,-76.453,1465.2,-76.764,1465.2,-77.449,1465.2,-77.257,1465.2,-77.134,1465.2,-77.548,1465.2,-78.715,1465.2,-77.259
1465.35,-75.513,1465.35,-75.867,1465.35,-75.014,1465.35,-75.262,1465.35,-75.147,1465.35,-82.796,1465.35,-74.924,1465.35,-75.265,1465.35,-75.66,1465.35,-75.866,1465.35,-75.922,1465.35,-75.526,1465.35,-75.781,1465.35,-75.414,1465.35,-76.073,1465.35,-75.764,1465.35,-76.225,1465.35,-76.696,1465.35,-77.147,1465.35,-76.665,1465.35,-76.584,1465.35,-76.975,1465.35,-76.692,1465.35,-77.762,1465.35,-76.744,1465.35,-77.263,1465.35,-77.089,1465.35,-77.249,1465.35,-77.131,1465.35,-77.38
1465.5,-75.599,1465.5,-75.994,1465.5,-75.071,1465.5,-76.542,1465.5,-75.508,1465.5,-210.0,1465.5,-75.732,1465.5,-75.807,1465.5,-75.422,1465.5,-75.583,1465.5,-75.49,1465.5,-75.281,1465.5,-75.116,1465.5,-74.84,1465.5,-74.893,1465.5,-76.308,1465.5,-76.322,1465.5,-77.469,1465.5,-77.575,1465.5,-76.7,1465.5,-77.407,1465.5,-77.028,1465.5,-76.929,1465.5,-76.539,1465.5,-76.876,1465.5,-77.25,1465.5,-76.804,1465.5,-76.486,1465.5,-76.444,1465.5,-76.606
1465.65,-75.55,1465.65,-75.641,1465.65,-74.962,1465.65,-75.623,1465.65,-74.812,1465.65,-73.743,1465.65,-75.015,1465.65,-74.83,1465.65,-75.664,1465.65,-75.213,1465.65,-75.681,1465.65,-74.907,1465.65,-75.358,1465.65,-75.548,1465.65,-75.694,1465.65,-74.498,1465.65,-74.771,1465.65,-76.717,1465.65,-76.692,1465.65,-76.828,1465.65,-76.874,1465.65,-77.146,1465.65,-76.583,1465.65,-76.732,1465.65,-76.974,1465.65,-77.745,1465.65,-76.321,1465.65,-76.816,1465.65,-76.974,1465.65,-77.583
1465.8,-76.1,1465.8,-75.441,1465.8,-74.953,1465.8,-75.54,1465.8,-75.736,1465.8,-80.435,1465.8,-74.971,1465.8,-75.577,1465.8,-75.133,1465.8,-74.927,1465.8,-75.402,1465.8,-76.01,1465.8,-75.894,1465.8,-74.549,1465.8,-75.787,1465.8,-75.366,1465.8,-75.863,1465.8,-77.703,1465.8,-76.323,1465.8,-76.673,1465.8,-76.652,1465.8,-78.026,1465.8,-76.384,1465.8,-76.612,1465.8,-77.424,1465.8,-75.88,1465.8,-76.771,1465.8,-77.785,1465.8,-77.596,1465.8,-76.931
1465.95,-75.58,1465.95,-75.731,1465.95,-74.892,1465.95,-75.87,1465.95,-74.964,1465.95,-70.91,1465.95,-75.193,1465.95,-74.896,1465.95,-75.317,1465.95,-76.033,1465.95,-75.32,1465.95,-75.43,1465.95,-75.232,1465.95,-75.685,1465.95,-75.894,1465.95,-75.5,1465.95,-75.163,1465.95,-76.647,1465.95,-78.041,1465.95,-77.202,1465.95,-76.727,1465.95,-76.211,1465.95,-76.846,1465.95,-77.459,1465.95,-76.95,1465.95,-77.001,1465.95,-77.106,1465.95,-77.294,1465.95,-77.218,1465.95,-76.258
1466.1,-75.352,1466.1,-75.409,1466.1,-75.191,1466.1,-74.905,1466.1,-74.473,1466.1,-210.0,1466.1,-74.344,1466.1,-75.076,1466.1,-75.692,1466.1,-74.915,1466.1,-75.208,1466.1,-75.318,1466.1,-75.452,1466.1,-76.294,1466.1,-74.821,1466.1,-76.111,1466.1,-75.213,1466.1,-76.063,1466.1,-76.614,1466.1,-76.991,1466.1,-75.959,1466.1,-76.624,1466.1,-76.436,1466.1,-76.781,1466.1,-75.873,1466.1,-76.87,1466.1,-76.53,1466.1,-77.508,1466.1,-77.728,1466.1,-77.149
1466.25,-75.144,1466.25,-75.047,1466.25,-74.49,1466.25,-75.178,1466.25,-75.507,1466.25,-70.787,1466.25,-74.658,1466.25,-75.177,1466.25,-75.603,1466.25,-75.041,1466.25,-75.092,1466.25,-75.065,1466.25,-75.238,1466.25,-74.922,1466.25,-76.204,1466.25,-75.23,1466.25,-74.444,1466.25,-78.474,1466.25,-76.963,1466.25,-76.095,1466.25,-76.744,1466.25,-75.931,1466.25,-76.426,1466.25,-76.773,1466.25,-76.733,1466.25,-77.527,1466.25,-76.782,1466.25,-77.251,1466.25,-76.159,1466.25,-77.686
1466.4,-76.21,1466.4,-74.867,1466.4,-75.018,1466.4,-74.797,1466.4,-74.619,1466.4,-210.0,1466.4,-74.495,1466.4,-74.769,1466.4,-74.593,1466.4,-75.095,1466.4,-74.953,1466.4,-74.591,1466.4,-75.365,1466.4,-74.784,1466.4,-75.292,1466.4,-74.592,1466.4,-75.489,1466.4,-76.325,1466.4,-76.278,1466.4,-77.758,1466.4,-76.789,1466.4,-76.724,1466.4,-76.053,1466.4,-76.972,1466.4,-76.48,1466.4,-77.025,1466.4,-76.188,1466.4,-76.985,1466.4,-76.864,1466.4,-75.632
1466.55,-74.834,1466.55,-74.949,1466.55,-74.775,1466.55,-75.329,1466.55,-74.395,1466.55,-210.0,1466.55,-74.233,1466.55,-74.646,1466.55,-75.2,1466.55,-74.945,1466.55,-75.6,1466.55,-74.681,1466.55,-75.47,1466.55,-74.797,1466.55,-74.395,1466.55,-74.77,1466.55,-74.882,1466.55,-76.036,1466.55,-76.65,1466.55,-76.385,1466.55,-76.684,1466.55,-76.108,1466.55,-76.222,1466.55,-76.687,1466.55,-76.648,1466.55,-77.384,1466.55,-77.279,1466.55,-76.256,1466.55,-76.223,1466.55,-77.18
1466.7,-74.756,1466.7,-74.454,1466.7,-74.462,1466.7,-75.1,1466.7,-74.812,1466.7,-73.283,1466.7,-74.826,1466.7,-74.59,1466.7,-74.829,1466.7,-74.857,1466.7,-74.59,1466.7,-74.224,1466.7,-74.882,1466.7,-74.569,1466.7,-74.892,1466.7,-75.004,1466.7,-75.407,1466.7,-77.566,1466.7,-76.706,1466.7,-75.815,1466.7,-77.143,1466.7,-76.568,1466.7,-77.304,1466.7,-76.364,1466.7,-77.335,1466.7,-76.454,1466.7,-75.788,1466.7,-76.938,1466.7,-76.105,1466.7,-76.243
1466.85,-74.596,1466.85,-75.16,1466.85,-74.002,1466.85,-74.717,1466.85,-73.902,1466.85,-69.845,1466.85,-74.461,1466.85,-74.996,1466.85,-74.36,1466.85,-74.576,1466.85,-74.385,1466.85,-74.902,1466.85,-75.196,1466.85,-74.981,1466.85,-74.403,1466.85,-74.865,1466.85,-74.485,1466.85,-76.027,1466.85,-76.119,1466.85,-77.529,1466.85,-76.64,1466.85,-75.726,1466.85,-75.028,1466.85,-75.995,1466.85,-75.977,1466.85,-76.653,1466.85,-76.437,1466.85,-75.993,1466.85,-76.093,1466.85,-76.643
1467.0,-74.592,1467.0,-74.416,1467.0,-74.011,1467.0,-74.752,1467.0,-74.392,1467.0,-210.0,1467.0,-74.155,1467.0,-74.475,1467.0,-74.209,1467.0,-74.82,1467.0,-74.588,1467.0,-74.653,1467.0,-74.055,1467.0,-74.348,1467.0,-74.641,1467.0,-74.802,1467.0,-75.103,1467.0,-76.561,1467.0,-77.224,1467.0,-75.74,1467.0,-75.869,1467.0,-76.66,1467.0,-76.415,1467.0,-76.374,1467.0,-76.568,1467.0,-76.482,1467.0,-76.274,1467.0,-76.892,1467.0,-76.912,1467.0,-76.153
1467.15,-74.974,1467.15,-74.286,1467.15,-73.419,1467.15,-74.863,1467.15,-74.083,1467.15,-74.747,1467.15,-74.147,1467.15,-74.525,1467.15,-74.706,1467.15,-73.837,1467.15,-74.654,1467.15,-73.92,1467.15,-74.534,1467.15,-74.914,1467.15,-74.476,1467.15,-74.499,1467.15,-74.883,1467.15,-76.296,1467.15,-76.111,1467.15,-76.68,1467.15,-76.887,1467.15,-75.783,1467.15,-75.91,1467.15,-75.913,1467.15,-75.567,1467.15,-76.383,1467.15,-75.831,1467.15,-76.955,1467.15,-75.641,1467.15,-76.54
1467.3,-74.765,1467.3,-75.2,1467.3,-74.175,1467.3,-74.069,1467.3,-74.055,1467.3,-69.765,1467.3,-73.938,1467.3,-73.906,1467.3,-74.279,1467.3,-74.551,1467.3,-74.279,1467.3,-73.886,1467.3,-74.975,1467.3,-74.567,1467.3,-75.185,1467.3,-74.686,1467.3,-74.984,1467.3,-75.249,1467.3,-76.567,1467.3,-76.389,1467.3,-75.598,1467.3,-75.311,1467.3,-76.733,1467.3,-76.424,1467.3,-76.164,1467.3,-75.852,1467.3,-75.405,1467.3,-75.964,1467.3,-75.553,1467.3,-75.871
1467.45,-74.553,1467.45,-74.335,1467.45,-74.546,1467.45,-74.123,1467.45,-74.739,1467.45,-81.154,1467.45,-74.277,1467.45,-73.873,1467.45,-73.833,1467.45,-74.212,1467.45,-74.841,1467.45,-74.654,1467.45,-74.222,1467.45,-74.503,1467.45,-74.046,1467.45,-74.69,1467.45,-73.995,1467.45,-75.781,1467.45,-75.737,1467.45,-76.661,1467.45,-76.989,1467.45,-76.783,1467.45,-75.68,1467.45,-76.393,1467.45,-76.079,1467.45,-77.33,1467.45,-76.138,1467.45,-75.618,1467.45,-76.544,1467.45,-75.545
