Name,Sweep (T1),,,
Date,24/2/2023,,,
Time,7:14:22 AM,,,
Instrument,FSC6 - 101132/006,,,
Firmware Version,V2.22,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,100500000,Hz,,
Frequency Offset,0,Hz,,
Span,199000000,Hz,,
Ref Level,-10,dBm,,
Ref Offset,0,dB,,
Ref Position,1,,,
Range,100,dB,,
RF Attenuation,Auto Low Distortion,,,
RF Attenuator,10,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
9844444.44444444,-98.3550033569336,-108.580047607422,,
10160317.4603175,-99.9712524414063,-107.842071533203,,
10476190.4761905,-99.7006225585938,-108.034446716309,,
10792063.4920635,-99.1494140625,-108.257705688477,,
11107936.5079365,-100.488960266113,-108.922500610352,,
11423809.5238095,-99.7673645019531,-108.491569519043,,
11739682.5396825,-100.328247070313,-108.566192626953,,
12055555.5555556,-98.2955093383789,-109.931854248047,,
12371428.5714286,-58.037239074707,-109.275764465332,,
12687301.5873016,-99.0837554931641,-107.772476196289,,
13003174.6031746,-99.6989593505859,-109.16919708252,,
13319047.6190476,-100.024726867676,-107.580772399902,,
13634920.6349206,-99.6541595458984,-108.932975769043,,
13950793.6507936,-99.6254425048828,-108.982460021973,,
14266666.6666667,-99.4388961791992,-109.152450561523,,
14582539.6825397,-99.3119430541992,-109.53205871582,,
14898412.6984127,-100.058227539063,-107.127708435059,,
15214285.7142857,-100.328979492188,-110.467712402344,,
15530158.7301587,-99.9488754272461,-108.615936279297,,
15846031.7460317,-100.249389648438,-107.578979492188,,
16161904.7619048,-99.5040817260742,-108.428512573242,,
16477777.7777778,-99.8387832641602,-108.592460632324,,
16793650.7936508,-99.9104080200195,-108.256324768066,,
17109523.8095238,-100.070938110352,-109.62296295166,,
17425396.8253968,-100.276466369629,-108.262809753418,,
17741269.8412698,-100.204864501953,-109.21263885498,,
18057142.8571429,-97.7742004394531,-109.046096801758,,
18373015.8730159,-98.8206939697266,-108.491806030273,,
18688888.8888889,-99.5384521484375,-108.148292541504,,
19004761.9047619,-100.517738342285,-108.707015991211,,
19320634.9206349,-99.8444290161133,-111.444267272949,,
19636507.9365079,-100.269592285156,-108.624099731445,,
19952380.952381,-98.6580657958984,-109.141311645508,,
20268253.968254,-99.8586273193359,-107.788841247559,,
20584126.984127,-98.9691848754883,-108.841125488281,,
20900000,-99.3164443969727,-108.521781921387,,
21215873.015873,-100.170570373535,-108.061988830566,,
21531746.031746,-99.3942260742188,-108.491989135742,,
21847619.047619,-99.8368225097656,-108.21565246582,,
22163492.0634921,-100.014030456543,-108.063034057617,,
22479365.0793651,-99.6965179443359,-109.350135803223,,
22795238.0952381,-99.3163375854492,-108.276641845703,,
23111111.1111111,-99.9336395263672,-109.092475891113,,
23426984.1269841,-99.0629348754883,-109.931564331055,,
23742857.1428571,-99.8750686645508,-108.574981689453,,
24058730.1587302,-100.154747009277,-107.948448181152,,
24374603.1746032,-95.6921081542969,-109.209579467773,,
24690476.1904762,-56.9562911987305,-108.668632507324,,
25006349.2063492,-100.678581237793,-108.732009887695,,
25322222.2222222,-99.5492095947266,-108.943748474121,,
25638095.2380952,-101.078216552734,-109.045799255371,,
25953968.2539683,-100.840225219727,-108.772018432617,,
26269841.2698413,-100.528968811035,-110.03636932373,,
26585714.2857143,-100.739105224609,-109.882476806641,,
26901587.3015873,-100.04231262207,-109.183746337891,,
27217460.3174603,-100.22688293457,-109.405364990234,,
27533333.3333333,-100.180152893066,-109.663932800293,,
27849206.3492063,-100.102592468262,-107.976112365723,,
28165079.3650794,-88.2692413330078,-107.705215454102,,
28480952.3809524,-100.786476135254,-109.09391784668,,
28796825.3968254,-100.628303527832,-109.060211181641,,
29112698.4126984,-101.032676696777,-109.761505126953,,
29428571.4285714,-100.831123352051,-108.742858886719,,
29744444.4444444,-100.549095153809,-108.841133117676,,
30060317.4603175,-100.728225708008,-109.537841796875,,
30376190.4761905,-101.082138061523,-108.41756439209,,
30692063.4920635,-100.968544006348,-108.537567138672,,
31007936.5079365,-100.549247741699,-109.94376373291,,
31323809.5238095,-100.395072937012,-108.525604248047,,
31639682.5396825,-100.217140197754,-109.448112487793,,
31955555.5555556,-100.238174438477,-108.448997497559,,
32271428.5714286,-100.395050048828,-111.300346374512,,
32587301.5873016,-101.756782531738,-108.979705810547,,
32903174.6031746,-100.137718200684,-108.712661743164,,
33219047.6190476,-100.840957641602,-109.771896362305,,
33534920.6349206,-100.401870727539,-109.831489562988,,
33850793.6507936,-100.475845336914,-108.801452636719,,
34166666.6666667,-100.941558837891,-110.351486206055,,
34482539.6825397,-101.152038574219,-110.738021850586,,
34798412.6984127,-100.90746307373,-109.512229919434,,
35114285.7142857,-101.434150695801,-110.453170776367,,
35430158.7301587,-100.70923614502,-108.940826416016,,
35746031.7460317,-100.264793395996,-108.944961547852,,
36061904.7619048,-100.12232208252,-108.487754821777,,
36377777.7777778,-100.584053039551,-112.114738464355,,
36693650.7936508,-48.1220512390137,-110.193115234375,,
37009523.8095238,-101.093795776367,-108.932624816895,,
37325396.8253968,-99.8087539672852,-107.873115539551,,
37641269.8412698,-100.818603515625,-110.020362854004,,
37957142.8571429,-100.368354797363,-108.511360168457,,
38273015.8730159,-100.231750488281,-110.541358947754,,
38588888.8888889,-101.216682434082,-110.31226348877,,
38904761.9047619,-101.11693572998,-109.08544921875,,
39220634.9206349,-101.066070556641,-111.102142333984,,
39536507.9365079,-99.6932830810547,-108.262016296387,,
39852380.9523809,-100.516159057617,-108.410568237305,,
40168253.968254,-100.962936401367,-109.226921081543,,
40484126.984127,-100.408294677734,-109.582374572754,,
40800000,-100.350036621094,-108.27562713623,,
41115873.015873,-101.814865112305,-110.015922546387,,
41431746.031746,-101.261711120605,-110.581237792969,,
41747619.047619,-101.16796875,-109.609573364258,,
42063492.0634921,-101.418510437012,-108.800415039063,,
42379365.0793651,-101.263900756836,-109.703674316406,,
42695238.0952381,-100.40128326416,-109.147659301758,,
43011111.1111111,-101.105712890625,-109.929534912109,,
43326984.1269841,-99.4462890625,-110.064231872559,,
43642857.1428571,-100.626350402832,-108.55647277832,,
43958730.1587302,-100.188812255859,-111.277099609375,,
44274603.1746032,-100.950309753418,-109.83960723877,,
44590476.1904762,-100.751029968262,-109.902412414551,,
44906349.2063492,-101.022109985352,-109.558013916016,,
45222222.2222222,-100.652534484863,-109.478469848633,,
45538095.2380952,-101.062530517578,-109.214645385742,,
45853968.2539683,-100.689323425293,-110.24210357666,,
46169841.2698413,-100.626686096191,-111.291656494141,,
46485714.2857143,-102.214195251465,-110.298599243164,,
46801587.3015873,-101.411575317383,-108.871322631836,,
47117460.3174603,-101.279266357422,-109.679672241211,,
47433333.3333333,-101.007133483887,-113.137382507324,,
47749206.3492063,-100.699150085449,-108.679298400879,,
48065079.3650794,-101.875038146973,-109.71346282959,,
48380952.3809524,-101.477935791016,-112.252883911133,,
48696825.3968254,-102.342834472656,-110.384315490723,,
49012698.4126984,-47.4604110717773,-109.9130859375,,
49328571.4285714,-100.464324951172,-109.919448852539,,
49644444.4444444,-101.182601928711,-109.712356567383,,
49960317.4603175,-101.306480407715,-112.396179199219,,
50276190.4761905,-100.83576965332,-111.37557220459,,
50592063.4920635,-101.657180786133,-109.811584472656,,
50907936.5079365,-101.216529846191,-109.759696960449,,
51223809.5238095,-100.140502929688,-109.869613647461,,
51539682.5396825,-100.535903930664,-109.262382507324,,
51855555.5555556,-100.876434326172,-110.283973693848,,
52171428.5714286,-102.127937316895,-108.648536682129,,
52487301.5873016,-101.308784484863,-109.000648498535,,
52803174.6031746,-101.253524780273,-110.941703796387,,
53119047.6190476,-100.781471252441,-110.696510314941,,
53434920.6349206,-101.475860595703,-109.548645019531,,
53750793.6507936,-101.464530944824,-110.506469726563,,
54066666.6666667,-101.668991088867,-112.736457824707,,
54382539.6825397,-101.845855712891,-108.932098388672,,
54698412.6984127,-101.848617553711,-109.988235473633,,
55014285.7142857,-101.573463439941,-110.033218383789,,
55330158.7301587,-101.159370422363,-111.566474914551,,
55646031.7460317,-101.67115020752,-112.416610717773,,
55961904.7619048,-101.590171813965,-110.809463500977,,
56277777.7777778,-101.33625793457,-110.351272583008,,
56593650.7936508,-100.979148864746,-110.407646179199,,
56909523.8095238,-101.816268920898,-111.502685546875,,
57225396.8253968,-101.391189575195,-110.756187438965,,
57541269.8412698,-101.502906799316,-112.200119018555,,
57857142.8571429,-101.672538757324,-108.161682128906,,
58173015.8730159,-101.44450378418,-110.186157226563,,
58488888.8888889,-101.353073120117,-110.251045227051,,
58804761.9047619,-100.595817565918,-110.058120727539,,
59120634.9206349,-101.351058959961,-109.709632873535,,
59436507.9365079,-99.5556259155273,-109.100608825684,,
59752380.9523809,-101.529495239258,-109.939392089844,,
60068253.968254,-100.516227722168,-109.387359619141,,
60384126.984127,-100.420043945313,-111.806579589844,,
60700000,-102.251579284668,-113.559219360352,,
61015873.015873,-101.577606201172,-111.05290222168,,
61331746.031746,-44.8010673522949,-112.53247833252,,
61647619.047619,-100.140327453613,-110.122344970703,,
61963492.0634921,-102.352897644043,-110.540191650391,,
62279365.0793651,-101.895332336426,-110.198577880859,,
62595238.0952381,-102.352653503418,-109.765350341797,,
62911111.1111111,-101.648635864258,-111.996681213379,,
63226984.1269841,-101.404861450195,-109.674446105957,,
63542857.1428571,-101.217346191406,-111.38069152832,,
63858730.1587302,-102.68391418457,-109.135124206543,,
64174603.1746032,-101.500106811523,-109.548370361328,,
64490476.1904762,-100.437995910645,-110.019744873047,,
64806349.2063492,-101.537948608398,-109.886138916016,,
65122222.2222222,-101.06941986084,-110.71614074707,,
65438095.2380952,-99.6256942749023,-110.368186950684,,
65753968.2539683,-102.092987060547,-110.564300537109,,
66069841.2698413,-101.428405761719,-109.886238098145,,
66385714.2857143,-101.535232543945,-113.191368103027,,
66701587.3015873,-100.909866333008,-109.543914794922,,
67017460.3174603,-100.814834594727,-109.455436706543,,
67333333.3333333,-101.443313598633,-109.368698120117,,
67649206.3492063,-102.173675537109,-110.459365844727,,
67965079.3650794,-101.770881652832,-109.731460571289,,
68280952.3809524,-101.653930664063,-111.274238586426,,
68596825.3968254,-100.847442626953,-111.48828125,,
68912698.4126984,-102.673530578613,-110.560386657715,,
69228571.4285714,-101.515663146973,-111.175582885742,,
69544444.4444444,-102.15470123291,-110.939170837402,,
69860317.4603175,-101.515907287598,-110.249328613281,,
70176190.4761905,-102.267372131348,-111.682586669922,,
70492063.4920635,-101.698356628418,-110.445899963379,,
70807936.5079365,-101.517807006836,-110.288345336914,,
71123809.5238095,-101.20435333252,-111.624114990234,,
71439682.5396825,-101.410995483398,-111.623916625977,,
71755555.5555556,-101.173828125,-110.132415771484,,
72071428.5714286,-102.001113891602,-109.614479064941,,
72387301.5873016,-101.255378723145,-108.653373718262,,
72703174.6031746,-101.818420410156,-111.281517028809,,
73019047.6190476,-101.253448486328,-110.719367980957,,
73334920.6349206,-101.938026428223,-112.344764709473,,
73650793.6507936,-45.1057090759277,-108.970741271973,,
73966666.6666667,-102.203689575195,-109.224594116211,,
74282539.6825397,-102.387619018555,-109.764869689941,,
74598412.6984127,-101.238983154297,-110.878280639648,,
74914285.7142857,-100.923919677734,-110.224571228027,,
75230158.7301587,-101.397178649902,-110.134902954102,,
75546031.7460317,-101.840293884277,-110.772468566895,,
75861904.7619048,-101.610771179199,-109.23811340332,,
76177777.7777778,-102.346862792969,-110.19221496582,,
76493650.7936508,-101.234191894531,-109.89527130127,,
76809523.8095238,-101.226196289063,-110.347778320313,,
77125396.8253968,-102.701469421387,-109.994178771973,,
77441269.8412698,-101.822898864746,-110.255058288574,,
77757142.8571429,-102.015586853027,-112.353797912598,,
78073015.8730159,-102.0595703125,-111.236152648926,,
78388888.8888889,-100.794876098633,-111.153182983398,,
78704761.9047619,-100.825675964355,-109.70728302002,,
79020634.9206349,-102.219856262207,-110.066116333008,,
79336507.9365079,-102.136535644531,-112.866889953613,,
79652380.952381,-101.70588684082,-111.047142028809,,
79968253.968254,-100.959144592285,-110.471778869629,,
80284126.984127,-102.023506164551,-109.963890075684,,
80600000,-101.825119018555,-111.121017456055,,
80915873.015873,-102.028190612793,-110.483108520508,,
81231746.031746,-101.893241882324,-110.97566986084,,
81547619.047619,-102.076690673828,-111.875091552734,,
81863492.0634921,-102.480659484863,-110.990745544434,,
82179365.0793651,-101.375053405762,-111.440795898438,,
82495238.0952381,-101.69620513916,-111.022201538086,,
82811111.1111111,-101.500831604004,-109.769134521484,,
83126984.1269841,-102.84317779541,-110.522010803223,,
83442857.1428571,-101.550224304199,-111.035270690918,,
83758730.1587301,-101.440986633301,-111.07177734375,,
84074603.1746032,-101.4169921875,-111.032821655273,,
84390476.1904762,-101.851409912109,-113.228302001953,,
84706349.2063492,-100.398941040039,-109.026245117188,,
85022222.2222222,-102.365623474121,-110.304840087891,,
85338095.2380952,-102.384750366211,-112.094772338867,,
85653968.2539683,-101.617378234863,-109.429588317871,,
85969841.2698413,-53.1743240356445,-110.19775390625,,
86285714.2857143,-101.580215454102,-110.032905578613,,
86601587.3015873,-100.89306640625,-110.575187683105,,
86917460.3174603,-102.292907714844,-110.693313598633,,
87233333.3333333,-102.831924438477,-110.654304504395,,
87549206.3492063,-102.153625488281,-111.278045654297,,
87865079.3650794,-102.474647521973,-110.36173248291,,
88180952.3809524,-101.885948181152,-110.40502166748,,
88496825.3968254,-100.378173828125,-109.661285400391,,
88812698.4126984,-101.294456481934,-111.546592712402,,
89128571.4285714,-102.25218963623,-110.872192382813,,
89444444.4444444,-102.463104248047,-110.107315063477,,
89760317.4603175,-102.19580078125,-110.942886352539,,
90076190.4761905,-101.309860229492,-110.786422729492,,
90392063.4920635,-101.184623718262,-111.67113494873,,
90707936.5079365,-101.477722167969,-113.384574890137,,
91023809.5238095,-102.051086425781,-110.296119689941,,
91339682.5396825,-101.63948059082,-110.659934997559,,
91655555.5555556,-101.672843933105,-114.291831970215,,
91971428.5714286,-102.506217956543,-109.289619445801,,
92287301.5873016,-101.705642700195,-110.37574005127,,
92603174.6031746,-102.815963745117,-110.897262573242,,
92919047.6190476,-102.711791992188,-111.341285705566,,
93234920.6349206,-102.216735839844,-112.030387878418,,
93550793.6507936,-102.253997802734,-109.750099182129,,
93866666.6666667,-101.848861694336,-112.19068145752,,
94182539.6825397,-101.60701751709,-112.757415771484,,
94498412.6984127,-102.032470703125,-111.263748168945,,
94814285.7142857,-102.28638458252,-110.707641601563,,
95130158.7301587,-101.945960998535,-111.753402709961,,
95446031.7460317,-101.985450744629,-110.32145690918,,
95761904.7619048,-101.41650390625,-112.177810668945,,
96077777.7777778,-101.582176208496,-110.42578125,,
96393650.7936508,-101.27188873291,-109.853042602539,,
96709523.8095238,-101.92797088623,-110.760406494141,,
97025396.8253968,-101.404945373535,-112.031005859375,,
97341269.8412698,-102.268798828125,-111.405075073242,,
97657142.8571429,-101.867683410645,-110.813026428223,,
97973015.8730159,-101.905517578125,-110.716415405273,,
98288888.8888889,-47.5341186523438,-109.832931518555,,
98604761.9047619,-101.762054443359,-110.464401245117,,
98920634.9206349,-102.013381958008,-109.134651184082,,
99236507.9365079,-102.242858886719,-110.912605285645,,
99552380.952381,-102.426010131836,-111.382637023926,,
99868253.968254,-102.209686279297,-110.971328735352,,
100184126.984127,-101.909683227539,-110.269035339355,,
100500000,-102.456108093262,-110.411529541016,,
100815873.015873,-101.85009765625,-111.75163269043,,
101131746.031746,-101.937019348145,-110.798286437988,,
101447619.047619,-101.082794189453,-110.488265991211,,
101763492.063492,-101.521530151367,-113.459365844727,,
102079365.079365,-101.462142944336,-111.082496643066,,
102395238.095238,-102.169387817383,-110.94734954834,,
102711111.111111,-102.504203796387,-110.372467041016,,
103026984.126984,-100.445236206055,-110.192070007324,,
103342857.142857,-101.651206970215,-109.441787719727,,
103658730.15873,-101.653221130371,-110.487564086914,,
103974603.174603,-101.669776916504,-112.553436279297,,
104290476.190476,-102.015411376953,-110.383224487305,,
104606349.206349,-101.347747802734,-109.613861083984,,
104922222.222222,-101.200202941895,-110.097480773926,,
105238095.238095,-101.894088745117,-109.50244140625,,
105553968.253968,-102.446105957031,-111.581115722656,,
105869841.269841,-102.061645507813,-110.869407653809,,
106185714.285714,-101.07103729248,-110.675109863281,,
106501587.301587,-101.023773193359,-110.888580322266,,
106817460.31746,-102.175666809082,-111.45246887207,,
107133333.333333,-102.865661621094,-113.127937316895,,
107449206.349206,-102.107917785645,-110.993865966797,,
107765079.365079,-101.802124023438,-110.780242919922,,
108080952.380952,-101.509552001953,-111.568222045898,,
108396825.396825,-101.213394165039,-110.762001037598,,
108712698.412698,-101.979850769043,-111.173301696777,,
109028571.428571,-102.243103027344,-112.110717773438,,
109344444.444444,-102.230285644531,-110.937965393066,,
109660317.460317,-102.379302978516,-111.210479736328,,
109976190.47619,-101.424217224121,-111.841018676758,,
110292063.492063,-102.213119506836,-111.079063415527,,
110607936.507937,-52.724552154541,-110.550277709961,,
110923809.52381,-101.973937988281,-109.084419250488,,
111239682.539683,-101.981887817383,-110.223327636719,,
111555555.555556,-102.105667114258,-110.764175415039,,
111871428.571429,-101.727111816406,-110.269775390625,,
112187301.587302,-100.848037719727,-109.863708496094,,
112503174.603175,-102.173263549805,-109.054336547852,,
112819047.619048,-102.09090423584,-110.692893981934,,
113134920.634921,-101.201202392578,-111.085433959961,,
113450793.650794,-102.45906829834,-110.299255371094,,
113766666.666667,-101.913932800293,-110.837966918945,,
114082539.68254,-101.546600341797,-110.449195861816,,
114398412.698413,-101.061492919922,-110.672546386719,,
114714285.714286,-102.16520690918,-110.799057006836,,
115030158.730159,-102.305480957031,-110.515090942383,,
115346031.746032,-102.041259765625,-110.007141113281,,
115661904.761905,-101.49739074707,-109.419456481934,,
115977777.777778,-101.52611541748,-109.538818359375,,
116293650.793651,-102.57585144043,-111.65673828125,,
116609523.809524,-102.455596923828,-110.395835876465,,
116925396.825397,-100.677749633789,-110.254058837891,,
117241269.84127,-101.709663391113,-110.885437011719,,
117557142.857143,-101.888916015625,-110.195617675781,,
117873015.873016,-101.49292755127,-109.750953674316,,
118188888.888889,-101.873458862305,-112.123046875,,
118504761.904762,-102.043212890625,-112.10969543457,,
118820634.920635,-102.462196350098,-109.808128356934,,
119136507.936508,-101.075263977051,-111.506210327148,,
119452380.952381,-101.636703491211,-111.516174316406,,
119768253.968254,-101.774932861328,-110.438613891602,,
120084126.984127,-101.783950805664,-111.047439575195,,
120400000,-101.42603302002,-110.328399658203,,
120715873.015873,-103.235076904297,-110.189239501953,,
121031746.031746,-100.927627563477,-110.990341186523,,
121347619.047619,-102.06852722168,-111.552108764648,,
121663492.063492,-101.251968383789,-111.959976196289,,
121979365.079365,-101.411743164063,-112.214393615723,,
122295238.095238,-101.36547088623,-110.825790405273,,
122611111.111111,-51.0986251831055,-110.38697052002,,
122926984.126984,-101.523399353027,-111.651626586914,,
123242857.142857,-101.280616760254,-110.043937683105,,
123558730.15873,-102.100433349609,-110.398887634277,,
123874603.174603,-102.549453735352,-110.912223815918,,
124190476.190476,-102.415313720703,-111.559761047363,,
124506349.206349,-102.316688537598,-109.768043518066,,
124822222.222222,-102.112945556641,-111.20654296875,,
125138095.238095,-101.258666992188,-110.910629272461,,
125453968.253968,-101.837944030762,-109.176773071289,,
125769841.269841,-102.241432189941,-110.167098999023,,
126085714.285714,-101.680099487305,-110.791366577148,,
126401587.301587,-101.804214477539,-109.980163574219,,
126717460.31746,-101.540237426758,-109.658714294434,,
127033333.333333,-102.192832946777,-111.079177856445,,
127349206.349206,-101.886657714844,-110.702590942383,,
127665079.365079,-101.445648193359,-112.19775390625,,
127980952.380952,-101.170883178711,-109.692726135254,,
128296825.396825,-101.566093444824,-111.732315063477,,
128612698.412698,-102.124061584473,-110.793983459473,,
128928571.428571,-102.389945983887,-111.050758361816,,
129244444.444444,-102.311676025391,-110.412307739258,,
129560317.460317,-102.640190124512,-111.271347045898,,
129876190.47619,-102.714302062988,-112.050300598145,,
130192063.492063,-102.156692504883,-110.74764251709,,
130507936.507937,-101.855155944824,-112.742294311523,,
130823809.52381,-101.57405090332,-108.738632202148,,
131139682.539683,-101.013519287109,-109.721923828125,,
131455555.555556,-101.76700592041,-111.271484375,,
131771428.571429,-101.029708862305,-109.816314697266,,
132087301.587302,-100.042678833008,-110.96883392334,,
132403174.603175,-102.456359863281,-110.479499816895,,
132719047.619048,-102.323844909668,-112.263397216797,,
133034920.634921,-101.833549499512,-109.601951599121,,
133350793.650794,-101.841499328613,-110.083114624023,,
133666666.666667,-101.901390075684,-110.603134155273,,
133982539.68254,-101.491325378418,-111.679428100586,,
134298412.698413,-102.181129455566,-110.920394897461,,
134614285.714286,-101.827629089355,-109.533493041992,,
134930158.730159,-52.7240791320801,-110.469581604004,,
135246031.746032,-102.019119262695,-109.226745605469,,
135561904.761905,-101.790283203125,-110.330169677734,,
135877777.777778,-101.823738098145,-110.345245361328,,
136193650.793651,-100.985946655273,-110.37239074707,,
136509523.809524,-101.637023925781,-110.334632873535,,
136825396.825397,-101.659980773926,-110.038352966309,,
137141269.84127,-101.177429199219,-110.657897949219,,
137457142.857143,-102.128479003906,-110.33617401123,,
137773015.873016,-101.910484313965,-109.237686157227,,
138088888.888889,-102.752899169922,-110.645164489746,,
138404761.904762,-101.592308044434,-110.111404418945,,
138720634.920635,-101.743782043457,-110.179664611816,,
139036507.936508,-101.990447998047,-110.353675842285,,
139352380.952381,-102.106163024902,-109.33992767334,,
139668253.968254,-101.016563415527,-110.562805175781,,
139984126.984127,-102.211891174316,-110.757583618164,,
140300000,-101.924110412598,-113.068420410156,,
140615873.015873,-101.641265869141,-112.046295166016,,
140931746.031746,-100.80078125,-110.144493103027,,
141247619.047619,-102.178573608398,-111.475303649902,,
141563492.063492,-101.70915222168,-112.771484375,,
141879365.079365,-102.626625061035,-110.15380859375,,
142195238.095238,-102.633178710938,-109.446731567383,,
142511111.111111,-102.294189453125,-109.852058410645,,
142826984.126984,-101.307922363281,-110.072662353516,,
143142857.142857,-102.151779174805,-109.455711364746,,
143458730.15873,-101.861686706543,-110.90731048584,,
143774603.174603,-102.00798034668,-111.384010314941,,
144090476.190476,-101.78889465332,-114.79402923584,,
144406349.206349,-101.441841125488,-111.205360412598,,
144722222.222222,-102.574127197266,-110.390029907227,,
145038095.238095,-101.20238494873,-111.517204284668,,
145353968.253968,-100.889793395996,-110.303115844727,,
145669841.269841,-102.008750915527,-112.010314941406,,
145985714.285714,-102.716011047363,-110.856140136719,,
146301587.301587,-101.883895874023,-111.340606689453,,
146617460.31746,-101.583679199219,-110.541625976563,,
146933333.333333,-101.552185058594,-109.744102478027,,
147249206.349206,-51.3974075317383,-110.602935791016,,
147565079.365079,-102.978744506836,-111.35164642334,,
147880952.380952,-101.883369445801,-111.124725341797,,
148196825.396825,-102.345405578613,-111.075729370117,,
148512698.412698,-101.829788208008,-109.838439941406,,
148828571.428571,-101.178153991699,-110.378227233887,,
149144444.444444,-101.828002929688,-110.266731262207,,
149460317.460317,-102.482803344727,-110.44799041748,,
149776190.47619,-102.247116088867,-110.486778259277,,
150092063.492063,-102.186172485352,-112.860229492188,,
150407936.507937,-102.507293701172,-111.047668457031,,
150723809.52381,-101.596794128418,-110.148292541504,,
151039682.539683,-100.922386169434,-110.929977416992,,
151355555.555556,-101.901977539063,-110.764549255371,,
151671428.571429,-101.893676757813,-110.641883850098,,
151987301.587302,-102.427124023438,-110.22492980957,,
152303174.603175,-102.587356567383,-111.666549682617,,
152619047.619048,-102.416839599609,-111.141830444336,,
152934920.634921,-101.763610839844,-110.592842102051,,
153250793.650794,-101.763259887695,-111.563453674316,,
153566666.666667,-101.238746643066,-110.891967773438,,
153882539.68254,-100.929710388184,-109.864486694336,,
154198412.698413,-101.50643157959,-109.738563537598,,
154514285.714286,-102.004745483398,-110.399726867676,,
154830158.730159,-101.146148681641,-110.130882263184,,
155146031.746032,-101.403633117676,-110.664749145508,,
155461904.761905,-102.325317382813,-112.76350402832,,
155777777.777778,-102.171020507813,-111.058219909668,,
156093650.793651,-101.433135986328,-110.804122924805,,
156409523.809524,-102.215171813965,-110.297866821289,,
156725396.825397,-101.46363067627,-110.290306091309,,
157041269.84127,-102.685699462891,-111.006118774414,,
157357142.857143,-101.726837158203,-110.005432128906,,
157673015.873016,-101.604103088379,-110.830291748047,,
157988888.888889,-102.0634765625,-111.037902832031,,
158304761.904762,-101.802581787109,-110.628479003906,,
158620634.920635,-102.050880432129,-109.070907592773,,
158936507.936508,-101.419807434082,-111.279479980469,,
159252380.952381,-101.61646270752,-109.816497802734,,
159568253.968254,-42.8956184387207,-109.794815063477,,
159884126.984127,-101.025993347168,-110.370048522949,,
160200000,-100.778594970703,-110.987663269043,,
160515873.015873,-101.501884460449,-111.127563476563,,
160831746.031746,-102.12646484375,-111.21231842041,,
